dataset,planning_seed,planning_mode,w,L_legacy,L_evidence,revisit_fraction_legacy,revisit_fraction_evidence,new_coverage_fraction_legacy,new_coverage_fraction_evidence,action_disagreement_rate,comparable_action_decisions,number_of_replans_legacy,number_of_replans_evidence,planner_wall_time_legacy,planner_wall_time_evidence,tv_final,tv_max,entropy_legacy_final,entropy_evidence_final,max_cell_legacy_final,max_cell_evidence_final,belief_model,implementation_version,git_commit,experiment_id,config_hash,source_hash,revisit_weight,simulation_num_victims,evaluation_num_victims,victim_model,simulation_victim_model,victim_sampling_model,detection_probability,decay_tau,victim_seed,sensor_seed,budget,size
7,44,dynamic,0.5,0.21320272845697666,0.2085875481509938,0.9065300421492405,0.9079959169785642,0.04420412696556965,0.043467586368153385,0.15128006206361522,2578,4697,4726,2.9049634343246,3.0036343075335026,0.030408753573262004,0.030408753573262004,12.311500703028948,12.295181831766715,5.748818311585887e-05,6.664261694634634e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
7,44,dynamic_3step,0.5,0.20801852082430536,0.20809800284907318,0.8965240377489007,0.8964925174941789,0.048968258607587536,0.048982872508329924,0.051173991571342566,4983,4668,4676,151.02753038844094,145.94378771586344,0.011346998164702552,0.011346998164702552,12.285151683683267,12.281107261350787,6.156891662980945e-05,6.68251414088938e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
7,44,online_static,0.5,0.06378261030473655,0.06378261030473655,0.9753175648881327,0.9753175648881327,0.011279008592973637,0.011279008592973637,0.0,6312,5647,5647,3.245985728222877,3.31735981896054,0.0009186618152882588,0.0009187561229167495,12.207101432044832,12.209251456383601,5.6113762413834115e-05,5.7985705909985e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
7,44,online_static_3step,0.5,0.04348878332077574,0.04348878332077574,0.9750023870906139,0.9750023870906139,0.011477757643070088,0.011477757643070088,0.0,6222,5735,5735,174.7794081486063,149.04400264669675,0.00034804552405374257,0.0003481376033871996,12.187154735317225,12.189896780292624,5.6927816124563464e-05,5.8199174059987875e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,42,dynamic,0.5,0.2210267054094766,0.2210267054094766,0.9591004267881048,0.9591123366667429,0.020961551430422838,0.020955687239226747,0.050123456790123457,4050,4140,4134,2.729192247032188,2.7629731028573588,0.009700695432045867,0.009700695432045867,11.625899650691782,11.625513866759258,7.336032405592802e-05,7.263029153820338e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,42,dynamic_3step,0.5,0.2833765221796402,0.2821802535055239,0.9264454933025905,0.9353748475418618,0.037788848067602396,0.03324703198623088,0.9845474613686535,1359,4184,4227,136.62187327397987,119.0947650069138,0.09074052917061684,0.09074052917061684,11.627844230335022,11.639704501836679,8.176049987002812e-05,8.930168066738391e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,42,online_static,0.5,0.1027872403367714,0.1027872403367714,0.9912654919484023,0.9912654919484023,0.004556476559361741,0.004556476559361741,0.0,5683,4738,4738,2.9631846151314676,2.9537884059827775,0.0026174818719049827,0.002637867652892516,11.513805277399538,11.513393496650716,8.236673991503883e-05,8.215328601680872e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,42,online_static_3step,0.5,0.12053670466528876,0.12053670466528876,0.989111491028599,0.989111491028599,0.005770364136952321,0.005770364136952321,0.0,6006,4426,4426,130.6650074372301,105.31791222339962,0.0036633522382561604,0.0037207455000056295,11.523718185300195,11.521870004803683,8.891517687549786e-05,8.858233305074275e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,43,dynamic,0.5,0.213017821385785,0.213017821385785,0.9595162594399941,0.9595329980675387,0.020700594922196842,0.020691798635402707,0.03945666235446313,4638,4253,4242,2.7141602747142315,2.7199616850120947,0.009313648910652745,0.009396580067973313,11.611729419498088,11.610672000307908,7.250358976636573e-05,7.180697172471126e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,43,dynamic_3step,0.5,0.28105130682941326,0.24985652675709116,0.9407061539868324,0.9499187717371408,0.030420491829715617,0.025670496960882912,0.28893821679615245,2703,4217,4241,129.7403510613367,96.14614562864881,0.055311363031604145,0.055311363031604145,11.663649927631504,11.649907435883048,5.893609018621917e-05,5.672960422849992e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,43,online_static,0.5,0.07813639497397688,0.07813639497397688,0.9935533695556918,0.9935533695556918,0.0034510765188988223,0.0034510765188988223,0.0,6219,4506,4506,3.213959133834578,3.1331089426530525,0.0014117440367819667,0.001432581307683517,11.4902321480483,11.491522868776958,8.442665430844402e-05,8.431691430109177e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,43,online_static_3step,0.5,0.12259824451411054,0.12259824451411054,0.9881687183451204,0.9881687183451204,0.006013728071590046,0.006013728071590046,0.0,5157,3307,3307,98.3157794480212,63.39137836394366,0.0038322962730430615,0.0038593568361292682,11.531255038368236,11.529132613943375,8.601951072786998e-05,8.568241370101128e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,44,dynamic,0.5,0.22999965113978008,0.2328816154945089,0.9570348113786361,0.9547196218795888,0.021970192316150276,0.023145962650966273,0.7238390092879257,1615,4128,4181,2.6375587505754083,2.6176684792153537,0.03036558001679189,0.03248747930565615,11.633162275295192,11.631463819276876,7.422458257169378e-05,7.367568628645607e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,44,dynamic_3step,0.5,0.28204062086906756,0.29429717264798194,0.9350415053837107,0.9322551148702709,0.03336138371455463,0.03475706121922399,0.4104141041410414,2439,4198,4162,123.65218877000734,76.26889372046571,0.08107559242612264,0.08107559242612264,11.63792596487003,11.633743153832338,6.296410458991454e-05,8.078596387997389e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,44,online_static,0.5,0.10756176262636717,0.10756176262636717,0.9907100753101744,0.9907100753101744,0.004893667553136903,0.004893667553136903,0.0,5883,4002,4002,2.944663275964558,2.750379654811695,0.0029009869488031224,0.002910421517404313,11.519747077383048,11.518981719781337,8.58088558273804e-05,8.556050568360407e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
10,44,online_static_3step,0.5,0.12679831316162474,0.12679831316162474,0.9880847777298956,0.9880847777298956,0.006242431528237546,0.006242431528237546,0.0,5769,4049,4049,87.24998741759919,53.40103375457693,0.004092679491414607,0.0041481950652383,11.532074773024098,11.529476451467922,8.501445404114603e-05,8.465605039721499e-05,paired,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b1-differential_20260825_120409_419709_fd1a51a1,fd1a51a14df9368e56811aad1772c3bd3c9b85933cf0ea20cb4a2f03772a5fe0,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge
