dataset,planning_seed,control,method,dPdet,dRMST_rel,dL,H_common,exposure_multiplicity_control,exposure_multiplicity_method,revisit_fraction_control,revisit_fraction_method,replans_control,replans_method,planner_wall_time_control,planner_wall_time_method,initial_positions_hash,planning_seed_common,w
7,49,online_static_3step,dynamic_3step,0.14252317188193764,0.05446814701234685,0.14271614910821662,8261.0,30.668936004668353,9.78512795750845,0.9673937172177156,0.8978040957315568,4641.0,4781.0,449.3642921349965,509.3774918206036,7137273470d24672442ea78e63e70285e5d060f4e2f115c218a2de9cd51b6c0a,49,0.5
7,50,online_static_3step,dynamic_3step,0.08245198813364087,0.022687872301611338,0.08253187905213454,8264.0,27.15844646846537,11.763451776649747,0.9631790426171418,0.9149909381203073,4893.0,4760.0,478.4625314264558,499.34463364700787,fdf9951f218e61b913618a579bd13a77417b8831a28d26d86ea79bbbe03fffcf,50,0.5
7,51,online_static_3step,dynamic_3step,0.13587042723596432,0.05600069840463899,0.13603929186094788,8275.0,31.455670926517573,9.891288477917021,0.9682092299879388,0.8989009366946916,4162.0,3990.0,406.9891863402445,429.302284588106,a8f19df2d616560c37b26732016a8ecb989b028f1788c364e916ef8c4d117ae0,51,0.5
8,42,online_static_3step,dynamic_3step,0.18481223909269406,0.09967811200556492,0.1850918431917686,8310.0,64.36855036855037,11.258696548879417,0.984464462936102,0.9111797715074281,5210.0,4565.0,490.00173641741276,491.59433937375434,32b2471b3d12212837087f0a422add5ae2f1e62927eb0f87dea0b211a06ace91,42,0.5
8,43,online_static_3step,dynamic_3step,0.16498753273382905,0.08612162615173803,0.16521568685840568,8327.0,36.669601482854496,11.653548890307027,0.9727294554736962,0.9141892303011865,4724.0,4268.0,448.5950508257374,460.68135549593717,c99ca94f24e1b26a7d442de52a2afe0f64b92812fe32e0c1bd920b2f3dc22673,43,0.5
8,44,online_static_3step,dynamic_3step,0.11006016349936104,0.048498450879509984,0.11022558209453692,8317.0,22.416596814752726,11.153145188711322,0.9553901955651947,0.9103391928393301,4840.0,4555.0,470.1128616339993,494.1647332049906,bf7607d2a46399450a0d8b28872bd4c19dccec9466d594d05291e33f5dcba1a3,44,0.5
8,45,online_static_3step,dynamic_3step,0.16679065617344735,0.08104561771885331,0.1671286517810312,8330.0,35.13803680981595,10.676102058040641,0.9715408118725447,0.906332854953662,3896.0,3873.0,370.7962358316872,421.0030046214815,3817024ade47e07a7028ead4058f033bc30b91d440465fe8d5fe88b072985209,45,0.5
8,46,online_static_3step,dynamic_3step,0.20776240183278694,0.10257308713572208,0.2081023520468951,8329.0,78.9773413897281,10.73847158719791,0.9873381405045617,0.9068768779728233,4861.0,4484.0,465.0088299473282,481.6776088513434,47ea3bba2b374311d16d10262081da457e91f256359e5d49dd192c45e22de269,46,0.5
8,47,online_static_3step,dynamic_3step,0.20424576029620556,0.10035525109281035,0.2045366700520804,8332.0,81.71167883211679,10.96221763177184,0.9877618473357452,0.9087775819099143,5718.0,4554.0,547.5383636434563,495.07329328660853,88d79954925bc69736435b2bc74a414fad492fcb95589cc19fe5a6c73f7f738c,47,0.5
8,48,online_static_3step,dynamic_3step,0.20320652001377476,0.10157851132275339,0.2035169653375839,8336.0,61.224251846094056,11.107805437495784,0.9836666031866946,0.9099732160752136,4920.0,4225.0,473.28363594715483,461.498331383802,2e2e98e8cdf30eef13a50b84c06a861b953f35bf1793101dafa6be23247bccc1,48,0.5
8,49,online_static_3step,dynamic_3step,0.20159678658719593,0.10229780164029302,0.20195144747566154,8314.0,53.493662441627755,10.630455930994227,0.9813061967650617,0.9059306574909555,4344.0,4543.0,410.08929367316887,490.7343368935399,0824f1280a294646d9378cd3d74b51dd9480122935da854e9a838cb61501e619,49,0.5
8,50,online_static_3step,dynamic_3step,0.1351332332691956,0.06346281362822186,0.13538848293244415,8337.0,29.927034611786716,10.838488877188365,0.9665853963490872,0.9077362156910371,4079.0,4292.0,397.7566745148506,463.8764319133479,5a03652e5dd3ba14a53b5cce1320cfeead6ca949bf967b214e4616f1abb129c9,50,0.5
8,51,online_static_3step,dynamic_3step,0.15874253466329583,0.07448599023081742,0.15897396233717126,8319.0,40.58399589638369,11.345688403291613,0.975359745192338,0.911860791125739,4681.0,3863.0,453.9528783480637,418.45071340398863,069d846a2f710ce798a3af54daf42587519189c532fccffe470dc20848f63c76,51,0.5
9,42,online_static_3step,dynamic_3step,0.11835481494248316,0.0569289459902485,0.11855090450066728,8645.0,31.08543182242119,10.937484133028688,0.9678305900425445,0.9085712959363086,4740.0,4234.0,448.374221455073,452.9532073349692,c21ac681a28d524ba2c2aba7c53608418f2920fa576b622294c38a0627a85b61,42,0.5
9,43,online_static_3step,dynamic_3step,0.08057307706103446,0.03745662142562692,0.0806917829701974,8584.0,30.523704924034412,10.83415778792491,0.9672385772798964,0.9076993320962577,4558.0,4157.0,434.88484069518745,446.40003247675486,deb2b2f84e199f043bbc4476ed39e16bebe91e248ae393526fbae280c6b20c9a,43,0.5
9,44,online_static_3step,dynamic_3step,0.13643074741826808,0.06778755627503878,0.13667176644979095,8598.0,32.63100351425224,11.178021404333073,0.9693542982959985,0.9105387291875862,3707.0,4189.0,354.22635243530385,447.1632426606957,bca89301fb405b616816165e673b9542c4d562b7afff0ba26ef7b6a5c862f66c,44,0.5
