dataset,planning_seed,planning_mode,w,p_d,tau,P_detect,RMST,L,exposure_multiplicity,revisit_fraction,observed_cells,T,H,T_common,H_common,actual_distance_total,planner_wall_time,number_of_replans,initial_positions,initial_positions_hash,trajectory_hash,simulation_victim_model,evaluation_victim_model,victim_sampling_model,evaluation_num_victims,simulation_num_victims,condition_key,condition_key_hash,environment_type,environment_climate,prior_support,prior_entropy,implementation_version,git_commit,source_hash,experiment_id,config_hash,victim_seed,sensor_seed,distribution_seed,failure_seed,belief_model,fix_profile,behavior_profile,num_drones,budget,size,fov_deg,altitude,drone_speed,victim_speed,dt
3,48,online_static_3step,0.5,0.8,10000.0,0.09849637751768303,7614.919809923804,0.0987259588786488,48.82037617554859,0.9795167493916025,3190,8071,8072,8337,8338,200016.9304205558,379.14519764017314,3947,"[[325293.9837555573,5667751.967285226],[325269.7165541921,5667694.695356123],[325299.3177485164,5667625.904143758],[325291.35089314106,5667663.038913603],[325358.98220525973,5667656.454332713]]",aaec7a1c34c54a1bd039a1b8c18a5480353cfb7128f567430addb23f51f49801,83c11ae0518cd15f9578c08e6b3c40d207d0f536e5ebc45a2d746b1545e3dbdd,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,48,dynamic_3step,0.5,0.8,10000.0,0.2670934608159433,6986.387612106688,0.2675666997791172,11.507824507475199,0.9131026025509492,14314,8337,8338,8337,8338,200001.3242161346,413.78215452632867,3854,"[[325293.9837555573,5667751.967285226],[325269.7165541921,5667694.695356123],[325299.3177485164,5667625.904143758],[325291.35089314106,5667663.038913603],[325358.98220525973,5667656.454332713]]",aaec7a1c34c54a1bd039a1b8c18a5480353cfb7128f567430addb23f51f49801,f69a781237d1c6dd401ad7864e390dd8aa8ab3c4f20a187cfb5280aab6566c1d,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,45,online_static_3step,0.5,0.8,10000.0,0.09989246854169473,7604.729216009824,0.10009948243671525,50.50633322507308,0.980200502864786,3079,8064,8065,8341,8342,200010.14916587883,480.0388728152029,5018,"[[325287.5826115988,5667669.67162783],[325360.45725500793,5667612.1496674875],[325264.64168020803,5667696.242653418],[325374.7730430832,5667628.006620444],[325283.95759886527,5667746.429866384]]",910e0ca2c86a2a47bedd9112f87bcc58f08489b378793c46b82c663831053eb5,31fe83d9b3069299e29fe9dfbc28359b083ffba7693605075657ad25d7927900,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,45,dynamic_3step,0.5,0.8,10000.0,0.25392776457702776,6996.885395913128,0.25438265343034183,11.26368295182781,0.9112190919900026,14635,8341,8342,8341,8342,200021.93986573175,421.5469995746389,3885,"[[325287.5826115988,5667669.67162783],[325360.45725500793,5667612.1496674875],[325264.64168020803,5667696.242653418],[325374.7730430832,5667628.006620444],[325283.95759886527,5667746.429866384]]",910e0ca2c86a2a47bedd9112f87bcc58f08489b378793c46b82c663831053eb5,ebb408a30268a758ed7bf3fc477cda8d00b6dd64213a32b14a2b399065f50431,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,44,online_static_3step,0.5,0.8,10000.0,0.06868872592157002,7811.36827336977,0.06883903883900938,76.65466926070039,0.986954480273093,2056,8126,8127,8331,8332,200002.38045197912,518.4244606201537,5612,"[[325389.2093632182,5667737.28324505],[325271.04890373047,5667756.853048883],[325401.2085376764,5667780.802943574],[325382.94482554245,5667751.584080181],[325318.29449938977,5667631.351360198]]",351cb2554f5e89c3f1a6b1a3b921b60e1688240503236848ab0bc5c9ea628dae,a4824c62a61a76d40108666f7649b332bb3186d5d621870964027b80687b35e6,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,44,dynamic_3step,0.5,0.8,10000.0,0.24382576247785304,7002.716181514545,0.24429449770452888,10.591064185926736,0.9055807818322179,15533,8331,8332,8331,8332,200015.43183607346,452.74825287773274,4259,"[[325389.2093632182,5667737.28324505],[325271.04890373047,5667756.853048883],[325401.2085376764,5667780.802943574],[325382.94482554245,5667751.584080181],[325318.29449938977,5667631.351360198]]",351cb2554f5e89c3f1a6b1a3b921b60e1688240503236848ab0bc5c9ea628dae,e1cf2df88c40fab922fa436734194a622b8966c75c4db5ae74377439c97951ad,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,46,online_static_3step,0.5,0.8,10000.0,0.09398428886048348,7658.874589712219,0.09414706631327258,54.119777158774376,0.981522466416182,2872,8062,8063,8338,8339,200020.55180909374,496.2212015672121,5206,"[[325375.783103615,5667686.379744778],[325341.5942996168,5667779.978409638],[325379.41701272177,5667690.174298311],[325292.1439527408,5667638.0072508305],[325266.4468361911,5667695.6971855005]]",e6b98d203c415f1a8c34b2b75a7e204e2d3e4b39022e095555c1486ea3c1d277,e5537df1f220f0e1455c3f8d680e9d8ce942afc3a8bb8c70e201783ea4e7b24a,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,46,dynamic_3step,0.5,0.8,10000.0,0.23895207514967598,7057.4564787151685,0.2394549616822671,11.021743493677661,0.9092702528802613,14947,8338,8339,8338,8339,200023.3222230508,481.5042345938273,4478,"[[325375.783103615,5667686.379744778],[325341.5942996168,5667779.978409638],[325379.41701272177,5667690.174298311],[325292.1439527408,5667638.0072508305],[325266.4468361911,5667695.6971855005]]",e6b98d203c415f1a8c34b2b75a7e204e2d3e4b39022e095555c1486ea3c1d277,68033e4601fbdfa530ecbfdda3f9fb4e46e8ecd3ae86e0c921e8448e0178d985,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,51,online_static_3step,0.5,0.8,10000.0,0.11051234220592215,7613.246944364911,0.1107343025490729,30.926525775232076,0.9676652978330704,5063,8096,8097,8328,8329,200014.72615188445,444.0480830036104,4584,"[[325404.5747622296,5667682.303747534],[325351.28526288783,5667749.0725466795],[325363.2380703609,5667656.559844707],[325382.1013800867,5667621.510575565],[325290.9105902034,5667735.010909676]]",66afefe803e1184e4b350ee305372fb8b28c8ad5acae401c4045a26a80212f03,9c066855cd176eff5a98713bf360edc573ab697d1222cdd0d7637bd87808e019,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,51,dynamic_3step,0.5,0.8,10000.0,0.21529056080915285,7164.581810232292,0.21575296514785527,10.588292117465224,0.9055560624030654,15528,8328,8329,8328,8329,200006.12645945983,422.8241267062258,3853,"[[325404.5747622296,5667682.303747534],[325351.28526288783,5667749.0725466795],[325363.2380703609,5667656.559844707],[325382.1013800867,5667621.510575565],[325290.9105902034,5667735.010909676]]",66afefe803e1184e4b350ee305372fb8b28c8ad5acae401c4045a26a80212f03,e53b79706f598728c68f0de18c2167cf687acda9dedb37b43cd625bf9854204e,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,47,online_static_3step,0.5,0.8,10000.0,0.17044979344275082,7291.9392570437985,0.1707724270194382,21.289017341040463,0.9530274232962259,7439,8149,8150,8344,8345,200018.63425107498,535.8942626772914,5500,"[[325348.2698533035,5667615.213542],[325321.3009485584,5667708.902443379],[325408.1505143574,5667690.20192244],[325381.17577810294,5667790.054303599],[325310.5472251567,5667698.419487525]]",dd3015a867cfc996eabb6fc00f5a1173d0286567e2c9082ab2bd0f83d5aa65a3,b2116dc4b04fa75a6652c45cbd8272d7f7ed311fd96344a942b9f94b671bdaf2,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,47,dynamic_3step,0.5,0.8,10000.0,0.25398179334876086,7039.564361825999,0.2544498548915724,10.79651809673408,0.907377546071775,15279,8344,8345,8344,8345,200004.90234417515,479.58866276871413,4490,"[[325348.2698533035,5667615.213542],[325321.3009485584,5667708.902443379],[325408.1505143574,5667690.20192244],[325381.17577810294,5667790.054303599],[325310.5472251567,5667698.419487525]]",dd3015a867cfc996eabb6fc00f5a1173d0286567e2c9082ab2bd0f83d5aa65a3,1fbd82d4fd4dbe5a29088968e38a950d83bff952d7531e91d29c0bb6f274e4a7,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,50,online_static_3step,0.5,0.8,10000.0,0.07076677911201762,7797.650379154999,0.0709329500192961,72.55529522024368,0.9862174084336026,2134,8044,8045,8334,8335,200011.33748401867,484.00492344168015,5115,"[[325374.01135108434,5667613.11943992],[325258.5117577616,5667672.661889457],[325359.3859237318,5667782.068973154],[325421.14153311425,5667731.52594823],[325310.57269314874,5667731.60436741]]",d620740098c790fc78b4cb8f00f8ec0164078ac4feaddb4fe434d42b87e1dc1b,90101e060712eb4e6694b367f8a1ac473b1f906adb99b0f31d853fec08872614,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,50,dynamic_3step,0.5,0.8,10000.0,0.25336881302855857,6986.105534402282,0.25388684149231,10.568631227529533,0.9053803677627462,15576,8334,8335,8334,8335,200006.37845302868,482.6984308005776,4478,"[[325374.01135108434,5667613.11943992],[325258.5117577616,5667672.661889457],[325359.3859237318,5667782.068973154],[325421.14153311425,5667731.52594823],[325310.57269314874,5667731.60436741]]",d620740098c790fc78b4cb8f00f8ec0164078ac4feaddb4fe434d42b87e1dc1b,6dc22ba8404c405cb16ea6fb3890d3a1c08f7d042a2935ece0f51874704bf75a,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,49,online_static_3step,0.5,0.8,10000.0,0.1391751712027082,7469.599848808096,0.13937733810951894,25.37805652588123,0.9605958793976137,6298,8192,8193,8341,8342,200014.04608924175,473.95526649430394,4837,"[[325302.58854308055,5667760.367957898],[325291.2763694521,5667751.50342498],[325346.23751253507,5667692.238770856],[325369.1763700706,5667603.488017846],[325319.3803395737,5667699.963533454]]",650bb640d69c5e47dcd172790ed6271ade9dfaec816e703b4a3b9ca43387318b,a311b29946ff8b978f4ee20a925fee18d7d28df0c6c4338e1c3ee9d961a819f5,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
3,49,dynamic_3step,0.5,0.8,10000.0,0.2522838570192679,7093.662698590906,0.2526884768591903,11.932826637712632,0.9161975590226384,13815,8341,8342,8341,8342,200020.20401766393,496.79679168760777,4513,"[[325302.58854308055,5667760.367957898],[325291.2763694521,5667751.50342498],[325346.23751253507,5667692.238770856],[325369.1763700706,5667603.488017846],[325319.3803395737,5667699.963533454]]",650bb640d69c5e47dcd172790ed6271ade9dfaec816e703b4a3b9ca43387318b,74724ae40a93b1c332b76b1182a197410a68d9ec1cc04625b75091b0cce8be38,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,301630,12.020319810341498,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
4,43,online_static_3step,0.5,0.8,10000.0,0.19921549376971392,7459.82219498934,0.19938671504977792,21.17952853598015,0.9527845958279391,8060,8558,8559,8558,8559,200000.8014427977,389.65404263767414,4034,"[[689344.6506740247,5946052.659146172],[689447.5868825505,5946081.260230728],[689316.2296119006,5946045.084407983],[689357.2810926893,5946018.414027216],[689297.8555571056,5946102.123940533]]",06e33eab45f5ec3553180be796337fcdf0dd1f787782f856cebb6255f584c18d,8375d5320c70d50828e7dc6f418aac8a2e140fa81796d08a94fec3aa7f393b17,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,338823,12.124309196086287,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
4,43,dynamic_3step,0.5,0.8,10000.0,0.2656166271071553,7117.106499856131,0.26580149826716276,13.12644301541799,0.9238178995767989,12907,8504,8505,8558,8559,200012.95162084152,437.7645768437069,4065,"[[689344.6506740247,5946052.659146172],[689447.5868825505,5946081.260230728],[689316.2296119006,5946045.084407983],[689357.2810926893,5946018.414027216],[689297.8555571056,5946102.123940533]]",06e33eab45f5ec3553180be796337fcdf0dd1f787782f856cebb6255f584c18d,9f2d936fb41f6e1ff6488bf0cf044dd1ac15e3bd157e9ab0f490f17910c2b04b,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,338823,12.124309196086287,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
4,42,online_static_3step,0.5,0.8,10000.0,0.2570069743582097,7081.370135711885,0.25724947462719866,13.30215374941047,0.9248242037463806,12722,8492,8493,8498,8499,200017.4263014759,405.7055661061313,4056,"[[689366.6368751263,5946004.262891002],[689409.3642922334,5946004.950853687],[689438.6824343676,5946124.857732541],[689362.9033484402,5945981.318556614],[689403.2199346009,5946118.135478589]]",e498e96b657afb256b2918c44380f7421f2918a14b059ff7d8591b56c2a7d59e,ea53f902f0122fbb6521b0020c5f34fe38240275baa280ea5ac5b1a47e62cf82,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,338823,12.124309196086287,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
4,42,dynamic_3step,0.5,0.8,10000.0,0.28435684608348427,7057.0839779305925,0.2846118409543136,11.483851268828877,0.9129211989435684,14738,8498,8499,8498,8499,200005.42818488737,449.97795557253994,4090,"[[689366.6368751263,5946004.262891002],[689409.3642922334,5946004.950853687],[689438.6824343676,5946124.857732541],[689362.9033484402,5945981.318556614],[689403.2199346009,5946118.135478589]]",e498e96b657afb256b2918c44380f7421f2918a14b059ff7d8591b56c2a7d59e,8c5803235cfe6623c4bcf1f6acb5a02f5b4ca03b00f9849cd63db3ca26cc0d86,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,338823,12.124309196086287,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
4,44,online_static_3step,0.5,0.8,10000.0,0.17707940835129704,7513.548424589153,0.17717989642694126,24.984190307328607,0.9599746884850349,6768,8484,8485,8491,8492,200009.8955472947,403.0779402924236,4092,"[[689393.1725612271,5946105.132485405],[689275.0121017394,5946124.702289238],[689405.1717356853,5946148.6521839285],[689386.9080235513,5946119.433320535],[689322.2576973987,5945999.200600552]]",12446b23479058cee913864dc4421ab4fa14764cf1988ed1c3a55e0d83d9031c,56c848b5bae767b0b07c9835609dd2cce65d19274976be87db4d185d9e41e699,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,338823,12.124309196086287,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
4,44,dynamic_3step,0.5,0.8,10000.0,0.26542385815738034,7218.950800762554,0.26564013448310575,12.691296838627318,0.9212058458079404,13317,8491,8492,8491,8492,200000.43045214866,441.79712907318026,4057,"[[689393.1725612271,5946105.132485405],[689275.0121017394,5946124.702289238],[689405.1717356853,5946148.6521839285],[689386.9080235513,5946119.433320535],[689322.2576973987,5945999.200600552]]",12446b23479058cee913864dc4421ab4fa14764cf1988ed1c3a55e0d83d9031c,3779aa0a744146ce2e182bbba379758a641898055bddd5bbef1d3bf3c84a5aee,none,stationary,matched_prior_exact,1,0,"{""p_d"":0.8,""stage"":""c5-generalization"",""tau"":10000.0,""w"":0.5}",eeba6ec6b36996a8c22ff4c80fa204cd0d918597f69b98666fd42b58b41ef8c4,flat,temperate,338823,12.124309196086287,revision_C_base@2ce3a901fecb,2ce3a901fecb5ddde502d0a5eeffb8f48d73c5fd,fab97b80b871eeeac68aa1d75a33173cb368895f3e96803690e3cbc0acb1147d,c5-generalization_20260827_181139_043334_662411fc,662411fc2c56d0c02ce05c695ea52935ceb8d74da8d3bb51759e41a06bd0b419,none,none,none,none,evidence,revision_B_base,revision_B_base,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0
