dataset,planning_seed,w,L_static3,revisit_static3,newcov_static3,replans_static3,wall_static3,L_dyn3,revisit_dyn3,newcov_dyn3,replans_dyn3,wall_dyn3,Pdet_static3,RMST_static3,Pdet_dyn3,RMST_dyn3,horizon,T_static,T_dynamic,T_common,revisit_weight,implementation_version,git_commit,experiment_id,config_hash,source_hash,belief_model,planning_mode,simulation_num_victims,evaluation_num_victims,victim_model,simulation_victim_model,victim_sampling_model,detection_probability,decay_tau,victim_seed,sensor_seed,budget,size,dPdet,dRMST,dRMST_rel,dL
7,42,0.0,0.1769010751284937,0.8962397739288519,0.0490442508914479,4660,114.87073817302009,0.1769010751284937,0.8962397739288519,0.0490442508914479,4660,122.81129172071816,0.1767238389264508,7342.739309660904,0.1767238389264508,7342.739309660904,8249,8248,8248,8248,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,42,0.5,0.0943928207671842,0.9593983918405472,0.018802244695154,5622,162.25036620651372,0.1682598886868213,0.901395343065784,0.0464517448997486,4811,148.1623024403816,0.0943163607476466,7675.489790993591,0.1681005259156024,7444.081764847958,8233,8151,8232,8232,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0737841651679558,231.4080261456329,0.028107375943839778,0.0738670679196371
7,42,1.0,0.0051020006290076,0.9989709924061844,0.0004617992634594,5316,144.7434044458205,0.1587297688590704,0.9026524473612252,0.0457824282457473,4779,146.55226689053234,0.0050977485680359,8183.411696458109,0.1585905983769718,7473.838939969154,8225,8006,8224,8224,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.15349284980893588,709.5727564889548,0.0862702439500249,0.1536277682300628
7,43,0.0,0.187999651101452,0.8972442062894325,0.0486496755714035,4477,112.9025964946486,0.187999651101452,0.8972442062894325,0.0486496755714035,4477,118.42794350674376,0.187803112105278,7291.892980904849,0.187803112105278,7291.892980904849,8257,8256,8256,8256,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,43,0.5,0.0471918935501075,0.9826335120746362,0.0079324253229672,4503,126.85986631561536,0.166426660193783,0.8950038983701101,0.0495937335593616,4436,137.82436699152458,0.0471696337178385,7904.146121492292,0.1662902550348909,7303.500379678299,8246,8087,8245,8245,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1191206213170524,600.6457418139926,0.0728408612435111,0.1192347666436755
7,43,1.0,0.0049442173150018,0.9989466897330976,0.0004822587244987,4935,135.16241056111176,0.1913306912400118,0.899160855545074,0.0478020693283451,4353,134.61880293185823,0.0049373222469014,8222.522777626458,0.1911697215917671,7334.611374231295,8263,8098,8262,8262,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.18623239934486568,887.9114033951637,0.10745629957583973,0.18638647392501
7,44,0.0,0.2074285956612588,0.8966774816722806,0.0487724323376395,4753,118.88035309431145,0.2074285956612588,0.8966774816722806,0.0487724323376395,4753,124.54226445534732,0.2072573386496559,7260.5084884497455,0.2072573386496559,7260.5084884497455,8243,8242,8242,8242,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,44,0.5,0.0434887833207757,0.975002387090614,0.01147775764307,5735,162.9409895845456,0.2080980028490731,0.8964925174941789,0.0489828725083299,4676,146.84000094572548,0.0434620322779693,7931.519996773128,0.2079090664487208,7276.721371426612,8255,8111,8254,8254,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1644470341707515,654.798625346516,0.07932145673488988,0.16460921952829738
7,44,1.0,0.0046303952637304,0.999016935519907,0.0004501081428654,4497,124.10639674041886,0.1420216164525937,0.9104933869897628,0.0421903314432688,4706,144.24653180874884,0.0046268002899437,8198.200954145474,0.141892219723597,7524.426346784017,8236,8098,8235,8235,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1372654194336533,673.7746073614562,0.08180847588167268,0.1373912211888633
7,45,0.0,0.163349303656787,0.9146969988278124,0.0401999181621558,4018,99.02796403353568,0.163349303656787,0.9146969988278124,0.0401999181621558,4018,103.32092807756273,0.1632787564576486,7429.903491439122,0.1632787564576486,7429.903491439122,8235,8234,8234,8234,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,45,0.5,0.0682738033886969,0.9678913930654548,0.0147863447711463,4465,130.56445837090723,0.1923170646292543,0.8976958127547277,0.0484947682235342,3920,125.680174121866,0.0682282565823158,7787.800900840991,0.1921455796453497,7350.2681786884,8263,8125,8262,8262,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.12391732306303391,437.5327221525904,0.05295083167767039,0.1240432612405574
7,45,1.0,0.004943994691836,0.9990039904229848,0.0004559537031624,4936,136.99147903185803,0.1633186691479901,0.9117960803770776,0.0415677792716431,4042,128.36686636938248,0.0049394583351154,8194.606178181299,0.1632133443945437,7473.074888752868,8235,8097,8234,8234,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.15827388605942833,721.5312894284307,0.08761764291784221,0.15837467445615408
7,46,0.0,0.1864710434952022,0.8962196464577741,0.0490413281112994,4738,119.5332078562351,0.1864710434952022,0.8962196464577741,0.0490413281112994,4738,125.94676841830368,0.1863184690099663,7369.988619598695,0.1863184690099663,7369.988619598695,8248,8247,8247,8247,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,46,0.5,0.0973240492110615,0.9583497577661076,0.0191471327526743,5282,155.85725812113378,0.20329067186751,0.8961481902549338,0.0491260887356053,4696,149.21318427217193,0.0972459665047091,7632.791893557962,0.2030827688167457,7321.75709318287,8253,8117,8252,8252,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1058368023120366,311.03480037509144,0.03768748338484084,0.10596662265644849
7,46,1.0,0.0048321419486525,0.9989913498675348,0.0004617992634594,5821,160.79125489015132,0.1723524482650011,0.9002873953103993,0.0472555094405798,4727,150.11617583862972,0.0048289137020164,8222.420688854007,0.1721700194917557,7393.203100514023,8262,8098,8261,8261,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1673411057897393,829.2175883399832,0.10036523702977283,0.1675203063163486
7,47,0.0,0.1880769411056632,0.8965847746371748,0.0488805752031332,4769,121.77632749872282,0.187938882949839,0.8967084193735857,0.0488308879406091,4721,126.45868332963435,0.1879386221375205,7306.692417776612,0.1877536366494125,7303.71533356283,8250,8248,8249,8249,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,-0.0001849854881079971,2.977084213782291,0.00036085869257967165,-0.0001380581558242111
7,47,0.5,0.0968040723896194,0.9588073828679604,0.0190799088092593,5411,158.4407097181538,0.1798511018438559,0.8984290290783638,0.0481878763079441,4692,149.6391780481208,0.0967405795731517,7624.913642423873,0.1796733708666589,7331.14984637921,8267,8152,8266,8266,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.08293279129350721,293.76379604466274,0.03553451022676458,0.08304702945423649
7,47,1.0,0.0049709691765538,0.9989466628363496,0.0004822587244987,4481,124.631116198143,0.1708748019855796,0.8984084357830939,0.0482083357689834,4723,149.76904671289958,0.0049685916772403,8227.225266138306,0.1707091032541263,7416.446157790811,8268,8098,8267,8267,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.16574051157688602,810.7791083474949,0.09806230144502841,0.16590383280902582
7,48,0.0,0.1655722243957998,0.8977177716532995,0.0482697141521014,4466,112.56035475281531,0.1655722243957998,0.8977177716532995,0.0482697141521014,4466,117.46805397805292,0.165419247531696,7398.275249973046,0.165419247531696,7398.275249973046,8242,8241,8241,8241,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,48,0.5,0.0425509661716694,0.983791537786658,0.0073975565557958,5270,151.99466694856528,0.1856665764877897,0.8996461211804166,0.0476588531010697,4456,142.70763873157557,0.0425347995984116,7950.201015202796,0.185487867514611,7371.046878946197,8272,8083,8271,8271,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.14295306791619938,579.1541362565995,0.07001379790336067,0.1431156103161203
7,48,1.0,0.0035883442595683,0.9992402040594812,0.0003478108376687,4041,114.29188829823396,0.1888619250596969,0.8998853366540496,0.0474659496112702,4464,143.34456509375013,0.0035843508773895,8234.575592318859,0.1886924021553067,7358.615596773881,8264,8097,8263,8263,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.18510805127791718,875.9599955449776,0.10599709529827898,0.1852735808001286
7,49,0.0,0.1984577654922209,0.8965706972977318,0.048898111884024,4772,123.36229513119906,0.1984577654922209,0.8965706972977318,0.048898111884024,4772,129.7023292890517,0.1982731264812663,7235.361867905882,0.1982731264812663,7235.361867905882,8250,8249,8249,8249,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,49,0.5,0.0704341398983335,0.9673937172177156,0.0150260127433214,4641,137.98030634061433,0.213109828232292,0.8978040957315568,0.0484246214999707,4781,154.65876641322393,0.070382806413202,7765.463988264254,0.2129059782951396,7315.502625795257,8261,8128,8260,8260,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.14252317188193758,449.9613624689973,0.05446814701234685,0.1426756883339585
7,49,1.0,0.0037464894734393,0.9992052217556464,0.0003711930788566,4987,139.2389856276568,0.1979289850615316,0.896279712994028,0.0488834979832817,4830,153.49049328558613,0.0037454801150863,8204.359916482481,0.1977411488845742,7276.573095342617,8235,8191,8234,8234,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1939956687694879,927.7868211398636,0.1126638519902688,0.19418249558809228
7,50,0.0,0.171363442707916,0.8964782802516221,0.0488688840825393,4795,122.9951333149802,0.171363442707916,0.8964782802516221,0.0488688840825393,4795,129.1216527040815,0.1711984725987912,7382.725794137299,0.1711984725987912,7382.725794137299,8243,8242,8242,8242,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,50,0.5,0.0835305699416952,0.9631790426171418,0.017007657683989,4893,145.09262926410884,0.1660390507747193,0.9149909381203072,0.040305138247501,4760,149.07052545971237,0.0834764082760595,7662.789398887167,0.1659283964097004,7475.296822186651,8264,8139,8263,8263,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0824519881336409,187.4925767005161,0.022687872301611338,0.0825084808330241
7,50,1.0,0.0051619834481319,0.9988826744304832,0.0005114865259835,4932,140.03089813434053,0.1669184633328921,0.8972164200844185,0.0484684632021979,4797,154.08131365536246,0.0051603331875622,8195.814296876531,0.1667562175911912,7433.717559256076,8238,8097,8237,8237,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.161595884403629,762.0967376204553,0.09250992202239079,0.1617564798847602
7,51,0.0,0.1956041004699838,0.8950843454163334,0.0494622084526801,4042,104.4404480563244,0.1956041004699838,0.8950843454163334,0.0494622084526801,4042,110.00185167219024,0.1954225780208834,7256.376149587368,0.1954225780208834,7256.376149587368,8237,8236,8236,8236,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
7,51,0.5,0.0666430887196352,0.9682092299879388,0.0146372829835739,4162,122.80087305174676,0.2026438127302547,0.8989009366946916,0.0480446600806687,3990,128.62170267361216,0.0665989779730535,7807.704419517056,0.2024694052090178,7344.298640218669,8275,8124,8274,8274,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.1358704272359643,463.40577929838673,0.05600069840463888,0.1360007240106195
7,51,1.0,0.0044806202448465,0.9990675144566552,0.0004354942421231,4539,129.4746300195111,0.1945411053935354,0.9001013258862925,0.0472584322207283,3965,132.45184754696675,0.0044792503006972,8216.311664475386,0.1943950099467067,7310.029277090333,8253,8191,8252,8252,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.18991575964600949,906.282387385053,0.10981247878166157,0.1900604851486889
10,42,0.0,0.2370345273113889,0.9393439733450082,0.0312795958399427,4250,108.98702298779972,0.2370345273113889,0.9393439733450082,0.0312795958399427,4250,113.61728146392852,0.2368533231677065,7279.865200879413,0.2368533231677065,7279.865200879413,8794,8793,8793,8793,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,42,0.5,0.1205367046652887,0.989111491028599,0.0057703641369523,4426,134.38518972625025,0.2821802535055239,0.9353748475418618,0.0332470319862308,4227,137.01628789491951,0.1205142923519503,8039.689173295479,0.2820990329961003,7342.861269800105,9037,9036,8772,9036,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.16158474064415,696.8279034953739,0.07710832173236405,0.16164354884023518
10,42,1.0,0.0018438195836147,0.9996932461051103,0.0001524689710983,4705,137.91642725060228,0.3095071101831017,0.9173926429337044,0.0424831331200722,4226,138.5770061389776,0.0018444339934149,8753.921663611274,0.3093120649424836,7003.46990363733,8770,8475,8769,8769,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.3074676309490687,1750.4517599739438,0.19959541162758768,0.307663290599487
10,43,0.0,0.2525454775611262,0.9396358918032972,0.031100738008462,4130,106.13511155114976,0.2525454775611262,0.9396358918032972,0.031100738008462,4130,111.09665544983,0.2523427261231369,7266.257453473907,0.2523427261231369,7266.257453473907,8786,8785,8785,8785,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
10,43,0.5,0.1225982445141105,0.9881687183451204,0.00601372807159,3307,99.67955343180802,0.2498565267570911,0.9499187717371408,0.0256704969608829,4241,134.77139848086517,0.1225678976902188,7779.381705488333,0.249815106897279,7185.833709378328,8741,8667,8740,8740,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.12724720920706023,593.5479961100045,0.06790390071044555,0.1272582822429806
10,43,1.0,0.0038128818221831,0.9994978182995012,0.000263888603824,4968,146.2666881388286,0.293268884727312,0.9284105331763036,0.0367157010787179,4192,135.5191749165533,0.003814024360014,8927.033832783189,0.2931553621664855,7176.855686250083,8961,8960,8745,8960,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.28934133780647153,1750.178146533106,0.19531058436927864,0.2894560029051289
10,44,0.0,0.267491645112238,0.928792745672134,0.0367244973655121,4271,110.64037723315414,0.267491645112238,0.928792745672134,0.0367244973655121,4271,113.68938985909335,0.2673068544188103,7199.614401246576,0.2673068544188103,7199.614401246576,8795,8794,8794,8794,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b3-operational_20260825_130210_101492_c372f280,c372f2809deaf53f8be3bdb53f4495cea2a819857d704837db6d22d4ce9a26a4,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_stationary_exact,0.8,10000.0,,,200000.0,xlarge,0.0,0.0,0.0,0.0
