dataset,planning_seed,method,P_detect_Tref,P_detect_k0_Tref,retention_Tref,RMST_Tref,RMST_k0_Tref,NRMST_Tref,degradation_RMST_Tref,retention_budget
8,44,dynamic_evidence_3step,0.2327037385034367,0.2443059885119176,0.9525093507566028,6872.304512926068,6853.043917791933,0.8589306977785361,0.0024072734825815205,1.0142063630567053
8,45,dynamic_evidence_3step,0.2374937865469424,0.2525415418024643,0.9404147327678386,6864.750547498998,6826.595652233163,0.8579865701161101,0.0047687658125028076,0.9910864967276748
8,46,dynamic_evidence_3step,0.2370184620417312,0.2586987219488758,0.9161949477607815,6855.510249973286,6808.267193955887,0.8568316772869998,0.00590464392168465,0.9830769991325532
8,47,dynamic_evidence_3step,0.2239938393657245,0.2383718728303295,0.9396823404796625,6891.398123707957,6856.112016549456,0.8613171008258914,0.00441021211829786,1.0300347958370286
8,48,dynamic_evidence_3step,0.2383244273909897,0.252117198145668,0.9452922257738674,6857.9213279164505,6822.713396517113,0.8571330243615112,0.004400441369745933,1.0039571932018811
8,49,dynamic_evidence_3step,0.2346747860780731,0.243679928821744,0.9630452011898841,6855.017764672233,6829.065895773546,0.8567701243184893,0.003243578165065277,1.0126398845170252
8,50,dynamic_evidence_3step,0.2338151062252899,0.2527558356504908,0.9250631370134138,6850.413691828468,6805.048773575639,0.8561946871426657,0.005669906043348185,0.966901891227222
8,51,dynamic_evidence_3step,0.2366203207407399,0.2563793756284838,0.9229304040572418,6850.213499840146,6811.238912849396,0.8561696662717343,0.004871214472034763,0.9841771567656854
9,42,dynamic_evidence_3step,0.2152663958686682,0.2281378176015181,0.943580499418417,6865.888708578782,6840.232243123649,0.858128822469539,0.00320665734972291,0.9746945849138572
9,43,dynamic_evidence_3step,0.1975014928385815,0.2001498410351842,0.9867681723707332,6995.020545187389,6989.744107255851,0.874268284612847,0.0006594723074037817,1.0709526502889355
9,44,dynamic_evidence_3step,0.1883343634714029,0.192583191969992,0.9779376982221214,7043.326254018578,7037.642313317633,0.8803057435343804,0.0007104037871446983,1.0537072510969991
9,45,dynamic_evidence_3step,0.2151367202834712,0.2176562067243067,0.9884244677477689,6921.659890920289,6916.722708349968,0.8650993489464178,0.0006170706874542003,1.03685020857317
9,46,dynamic_evidence_3step,0.20064464413272,0.2125767429733018,0.9438692178942624,6926.662393530108,6906.208180560568,0.8657245836183112,0.0025564570640595045,0.98087219992395
9,47,dynamic_evidence_3step,0.1855723341125881,0.2060312027587826,0.9007001445788416,6994.762297139115,6961.750517874488,0.8742360076414342,0.004125956663495434,0.9513140671190574
9,48,dynamic_evidence_3step,0.2077625935014363,0.2048828766527906,1.0140554295980815,6952.012851243808,6955.459033530831,0.8688929947811284,-0.0004307189460096832,1.103059906876199
9,49,dynamic_evidence_3step,0.2090256178649411,0.2258464261351211,0.9255210341025439,6911.035807093004,6881.50626450738,0.8637715044485694,0.003690731481767761,0.9564980426543592
9,50,dynamic_evidence_3step,0.2000665369571923,0.2180377814158902,0.9175773834149452,6947.100042776345,6916.646078679374,0.8682789704757337,0.0038062697284052737,0.9448227678059576
9,51,dynamic_evidence_3step,0.2063037654630451,0.2230727924694308,0.9248271076864577,6900.937842175744,6874.070327651915,0.8625094165948936,0.0033580195630331837,0.9512089710443878
10,42,dynamic_evidence_3step,0.2365058350067848,0.2451796996054181,0.9646224193414354,6628.242603572094,6620.763742174909,0.8284267720999993,0.000934740832044123,0.9860939316411994
10,43,dynamic_evidence_3step,0.2692095497659799,0.3002571996422545,0.8965964849027208,6517.123689668934,6471.430195144141,0.814538643878132,0.00571097294398114,0.9141486522231828
10,44,dynamic_evidence_3step,0.2892616499549472,0.3037792345215817,0.9522100824649912,6447.440313693419,6411.654508992291,0.8058293105478589,0.004472666504327927,0.9920185712098412
10,45,dynamic_evidence_3step,0.2672839162905757,0.28563895012609,0.9357404379640388,6543.713771052972,6510.415162257732,0.8178619886330424,0.004161805873670841,0.9602002449855304
10,46,dynamic_evidence_3step,0.2437421983995545,0.2596981889429649,0.9385594847297349,6592.990968210662,6571.423475777267,0.8240208684177805,0.0026955996042237673,0.9803327412990068
10,47,dynamic_evidence_3step,0.2606347430830561,0.2788823980610729,0.9345686385914513,6578.782399622428,6544.23742055617,0.8222450193253878,0.004317582685446549,0.9789747782946694
10,48,dynamic_evidence_3step,0.2423892835590791,0.2450212613259898,0.9892581657907271,6626.255326866236,6620.179579920958,0.8281783935590846,0.0007593734464789773,1.010193909543534
10,49,dynamic_evidence_3step,0.2683431922128204,0.279084585138478,0.9615120522678532,6533.351035197292,6511.143669307878,0.8165668085485929,0.0027755737894530905,1.0303316098699562
10,50,dynamic_evidence_3step,0.2657475440919304,0.2769594628149735,0.9595178348156553,6521.4982445589085,6503.878249372087,0.8150853948955016,0.0022022241203376006,1.0402956168858846
10,51,dynamic_evidence_3step,0.2666555129295233,0.2715379996684947,0.9820191400653604,6584.19042474902,6573.7315842199605,0.8229209379763804,0.0013071916671740622,1.0406243141969238
11,42,dynamic_evidence_3step,0.2822937585632417,0.3107379647632591,0.9084624042585587,6591.564327988455,6526.1456036258,0.8238425606784721,0.008176318505518768,0.9736787151727386
11,43,dynamic_evidence_3step,0.2848380614428875,0.3030862722893883,0.9397920245326146,6550.254746081675,6516.153981295342,0.8186795083216691,0.004262062840436514,0.9981139523273516
