arm,P_detect_Tref,P_detect_k0_Tref,retention_Tref,RMST_Tref,NRMST_Tref,mean_distance_at_Tref_m
dynamic_evidence_3step,0.2489768785486996,0.2632875718643976,0.945324234900623,6740.428301694638,0.8424482316828696,171001.89282400667
online_static_3step,0.1510898030895581,0.15617516017014635,0.9746285537944662,7123.347824837482,0.8903071897059719,171131.34222488943
pizza_replan_midflight,0.2070624632673769,0.271932910657004,0.7630488853004148,6880.833072865127,0.859996634528825,179765.21101149585
pizza_fixed_midflight,0.25242530496661636,0.271932910657004,0.9274789924229816,6772.488563919743,0.8464552635820203,179774.10287277875
random_uniform_n8_uncoordinated,0.013653878156032112,0.015033543020661715,0.9076944351165211,7940.046333535743,0.992381743973971,180000.00000000276
