dataset,planning_seed,dPdet,dRMST_rel,dretention,dL,dPostFaultGain,deadhead_total,deadhead_fraction_remaining_budget,assignment_cost,route_length_after_replan,task_splits,empty_sectors,prefix_removed_total,suffix_removed_total,search_inactive_count,remaining_budget_at_failure,postfault_eff_replan,postfault_eff_fixed,postfault_mass_replan,postfault_mass_fixed,postfault_dist_replan,postfault_dist_fixed,termination,budget_utilization,unused_budget
7,46,-0.0062363007754316635,-0.004848678102879147,-0.023989477199447662,-0.0063242333719847055,-0.006236300775431705,1317.7490875669757,0.013177742082913316,1317.7490875669757,4605731.475154549,0,0,8152,0,0,99998.09370040802,9.018744972429333e-07,9.651015256162192e-07,0.09020009349510802,0.09652432686709284,100014.019434914,100014.68685427873,budget_exhausted,1.000079628672522,-15.925734504387947
7,47,-0.04549755574069811,-0.019998275255400613,-0.1750762736733208,-0.0457514433848151,-0.0454975557406981,3559.1822057539384,0.035597424781823456,3559.1822057539384,4643558.399711212,0,0,4532,0,0,99984.26087190742,5.080600918431092e-07,9.65635040408975e-07,0.05079826786313291,0.096549711247948,99984.76298118608,99985.71634999527,budget_exhausted,1.0000025105464083,-0.5021092816896271
7,48,-0.0630684242692634,-0.026897065698705425,-0.24267801218009444,-0.06332479417255038,-0.0630684242692633,3808.800460198325,0.038094678976607795,3808.800460198325,4660856.610456876,0,0,2869,0,0,99982.47950946473,3.428915151441366e-07,9.762197174613498e-07,0.034283768147616106,0.09760856232016718,99984.30008746267,99986.2639263191,budget_exhausted,1.000009102889991,-1.8205779981508385
7,49,-0.061521357383782616,-0.026295170240377686,-0.23669372103323383,-0.06175304454486358,-0.061521357383782595,4220.307021171009,0.042211548014221875,4220.307021171009,4659749.569074251,0,0,2978,0,0,99979.91591659012,3.481634419560887e-07,9.65699697513922e-07,0.03480976513743381,0.09656280968229838,99981.10353534506,99992.5856152671,budget_exhausted,1.0000059380937918,-1.1876187583548017
7,50,-0.02342163019389068,-0.012581766317691171,-0.09013944912036864,-0.023608502998814784,-0.023421630193890694,3708.9475749993635,0.037097498377093654,3708.9475749993635,4620392.474830753,0,0,6749,0,0,99978.37420998454,7.387686479023315e-07,9.748298710340217e-07,0.07386569202095339,0.09747419501976817,99984.87649778929,99990.98090457088,budget_exhausted,1.0000325114390385,-6.502287807670655
7,51,-0.06053998097090299,-0.026178643444651754,-0.23298469982957248,-0.060825771086958164,-0.06053998097090291,4284.105407047182,0.04284765179411547,4284.105407047182,4658642.527691626,0,0,3087,0,0,99984.60190146392,3.5783178562973854e-07,9.660637817417586e-07,0.035782763940553824,0.09660853502751299,99998.84129237066,100002.23262001733,budget_exhausted,1.0000711969545473,-14.239390909468057
8,42,-0.05201816338232171,-0.02130071779279187,-0.2143546445457133,-0.052246358224616596,-0.052018163382321694,3856.21606038984,0.0385697578784067,3856.21606038984,4645108.718364915,0,0,4379,0,0,99980.30250920358,4.853259109418209e-07,1.0078919690898612e-06,0.04852838627240699,0.10077474449702359,99991.33608636938,99985.6607529321,budget_exhausted,1.0000551678858345,-11.033577166905161
8,43,-0.04937741088523431,-0.020317481231423396,-0.20334673982417184,-0.04963208110719591,-0.0493774108852342,2454.4765229665304,0.024549512551027983,2454.4765229665304,4644272.536239935,0,0,4462,0,0,99980.66225814947,5.107507360001777e-07,1.0071900445403392e-06,0.05107496613420179,0.1007070472413977,99999.78959244028,99988.12814651908,budget_exhausted,1.0000956366714653,-19.127334293036256
8,44,-0.0635504119866595,-0.026145077460350677,-0.2618687259227418,-0.063807396719438,-0.0635504119866595,2957.0490592996316,0.02957427874938029,2957.0490592996316,4660856.6104568755,0,0,2869,0,0,99987.191043893,3.3506235811231743e-07,9.730681123962246e-07,0.03350609667594731,0.09731349339538539,99999.58474808924,100006.86709972078,budget_exhausted,1.0000619685209884,-12.393704197689658
8,45,-0.03052779463874339,-0.01316226343681995,-0.1257686189543039,-0.03071848094123511,-0.03052779463874329,1824.135356709045,0.01824505548464735,1824.135356709045,4628041.0689431615,0,0,6020,0,0,99979.71002302508,6.663701421683613e-07,9.736484606637188e-07,0.06663579566764158,0.09735427660887658,99998.1713628546,99989.14448291932,budget_exhausted,1.0000923066991485,-18.461339829693316
8,46,-0.010110111474882305,-0.0055437850512402905,-0.041630710091523304,-0.010238110145200291,-0.010110111474882194,2111.5247580433206,0.02111565010798507,2111.5247580433206,4605731.475154547,0,0,8152,0,0,99998.09370040798,8.763136435390402e-07,9.786606585930097e-07,0.08764309183322289,0.09788120197842318,100013.38274190448,100015.46615672072,budget_exhausted,1.0000764452074713,-15.289041494281264
8,47,-0.04846158295300071,-0.020045114747423036,-0.19961556418999582,-0.048735941293679,-0.048461582953000605,3559.182205754302,0.035597424781826745,3559.182205754302,4643558.399711211,0,0,4532,0,0,99984.2608719084,4.864378433501007e-07,9.738622407351657e-07,0.0486363724724391,0.09737231376611791,99984.762981186,99985.71634999612,budget_exhausted,1.000002510546406,-0.5021092811657581
8,48,-0.06803696979747811,-0.027707388665850787,-0.2802913947010024,-0.06832400616448439,-0.0680369697974781,3893.431192780783,0.03894113460561075,3893.431192780783,4660856.6104568755,0,0,2869,0,0,99982.47950946468,3.2495479195028105e-07,1.008116639773936e-06,0.03248988053013557,0.10081388669462008,99982.77094220112,100002.20482148472,budget_exhausted,1.0000014571636973,-0.2914327394682914
8,49,-0.065491886552977,-0.026761671005367024,-0.2697541275719374,-0.06580636845263121,-0.065491886552977,3703.498007344587,0.03704241970391625,3703.498007344587,4659749.569074251,0,0,2978,0,0,99979.9159165901,3.3096410643784087e-07,9.89148658007161e-07,0.03309595599226278,0.098902324444894,99998.62628148352,99987.32106067114,budget_exhausted,1.0000935518244791,-18.710364895843668
8,50,-0.0251217548748863,-0.011578070907793009,-0.10350747733463461,-0.025325554688647306,-0.025121754874886396,1078.6854757298609,0.010789188004440719,1078.6854757298609,4620392.474830752,0,0,6749,0,0,99978.3742099855,7.367164619376243e-07,9.899318387484245e-07,0.073658700896476,0.0989842555851233,99982.42838601382,99990.98090457376,budget_exhausted,1.0000202708801444,-4.054176028905204
8,51,-0.0620789812409116,-0.025816114285801238,-0.2557066900019901,-0.06239071392896961,-0.0620789812409116,3449.5749388755557,0.03450106189626234,3449.5749388755557,4658642.527691626,0,0,3087,0,0,99984.60190146392,3.494415039949698e-07,9.733276548540004e-07,0.0349442516843084,0.09733496561327812,100000.28984768628,100002.2604185416,budget_exhausted,1.000078439731133,-15.687946226651547
9,42,-0.038678526650832795,-0.016016121470497607,-0.1458909045276161,-0.03883136921745822,-0.0386785266508327,3530.5676251775026,0.03530654134234705,3530.5676251775026,4639490.1356358575,0,0,4947,0,0,99997.54977253752,5.392840594821992e-07,9.275974693385147e-07,0.05393149110300349,0.09276286032046183,100005.72083437166,100003.3563983444,budget_exhausted,1.0000408553091626,-8.171061832574196
9,43,-0.06672238449749263,-0.026278261304425933,-0.25166385408769765,-0.0669270089098169,-0.0667223844974926,4648.893673002922,0.04649809014719168,4648.893673002922,4660028.572578171,0,0,2993,0,0,99980.31442338064,2.9507586594889893e-07,9.644865234949639e-07,0.029504786065217697,0.09643179497503379,99990.50911987264,99982.521918086,budget_exhausted,1.000050973482462,-10.194696492428193
9,44,-0.01860405916638208,-0.00846572164885,-0.07017639414231958,-0.018671876577043722,-0.018604059166381998,2463.7724032634396,0.024638319843592778,2463.7724032634396,4619409.775579666,0,0,6856,0,0,99997.58177115094,7.437824814489654e-07,9.305568107306757e-07,0.07439058403382962,0.09306246061087323,100016.58534482964,100007.28546363584,budget_exhausted,1.0000950178683812,-19.003573676251108
9,45,-0.021425552437810302,-0.00942782437595851,-0.08082445121217785,-0.0215014651754718,-0.021425552437810302,3015.623594695598,0.030156855762175666,3015.623594695598,4618014.771734229,0,0,6994,0,0,99997.9446954796,7.393947372934641e-07,9.543609734790307e-07,0.0739406580972477,0.09544212327271961,100001.60180731828,100006.31409391624,budget_exhausted,1.000018285559182,-3.6571118363644928
9,46,-0.0442732340704963,-0.01749348393293266,-0.16696912589650625,-0.04442597071178689,-0.0442732340704963,2407.565350776646,0.02408157171987098,2407.565350776646,4639988.510455715,0,0,4898,0,0,99975.424311281,5.103809082081816e-07,9.547450463605231e-07,0.05102998012394258,0.09545595083572958,99984.10854178685,99980.56674879492,budget_exhausted,1.0000434211525258,-8.68423050516867
9,47,-0.06675260854013637,-0.026190570258742493,-0.2518346154291793,-0.0669655392040504,-0.06675260854013629,4717.277926062187,0.04717387811820491,4717.277926062187,4660099.0939622065,0,0,2986,0,0,99997.6706227538,2.94271739093831e-07,9.63838311949104e-07,0.029428456628318278,0.0963939958323678,100004.3589606638,100010.5459985678,budget_exhausted,1.0000334416895564,-6.688337911298731
9,48,-0.06511911419297539,-0.02519075518308694,-0.2456744833648844,-0.0653215580139336,-0.0651191141929754,3506.246149766226,0.0350632671086109,3506.246149766226,4660068.870511906,0,0,2989,0,0,99997.7024076332,3.0137063091042766e-07,9.54529372622264e-07,0.0301375867557703,0.09545914476970302,100001.73761035026,100006.50321263511,budget_exhausted,1.0000201760135756,-4.035202715109335
9,49,-0.04093001680750427,-0.016275345046571545,-0.15437662948275344,-0.04106675235509402,-0.040930016807504306,2555.7313960128126,0.025558095520845703,2555.7313960128126,4639490.1356358575,0,0,4947,0,0,99996.9420228634,5.437642364639765e-07,9.544244209141554e-07,0.054381881006519306,0.09544863336161333,100010.03626159222,100006.48691511042,budget_exhausted,1.0000654711936336,-13.094238726713229
9,50,-0.06180319095526979,-0.024166156529132083,-0.23321017955511536,-0.06198431652331521,-0.0618031909552698,3041.736126492087,0.03042397074355478,3041.736126492087,4660099.0939622065,0,0,2986,0,0,99978.27542404106,3.071630509541485e-07,9.271746042083217e-07,0.03071492593727751,0.0926992424605918,99995.51001289688,99980.35110090626,budget_exhausted,1.0000861729442796,-17.234588855906622
9,51,-0.01859104516281057,-0.007994163354797848,-0.07012183619057444,-0.018692800704588897,-0.0185910451628105,1334.00137749582,0.013342809778475429,1334.00137749582,4618004.6972507965,0,0,6995,0,0,99979.04486713331,7.518155972446844e-07,9.386348927086839e-07,0.0751687190879505,0.0938615197925394,99982.9204973068,99997.90176314104,budget_exhausted,1.0000193781508635,-3.8756301727553364
10,42,-0.020172870535265203,-0.010659873734333733,-0.09692172907514729,-0.020326510963419003,-0.020172870535265203,3816.88016471008,0.03816902283678398,3816.88016471008,4618556.379104842,0,0,6923,0,0,99999.4204994869,4.362391370560607e-07,6.395266058173227e-07,0.0436315971901948,0.0639581081536138,100017.6130107,100008.51813174304,budget_exhausted,1.0000909625560532,-18.192511210625526
10,43,-0.01891109739696259,-0.009864319032632123,-0.0909010127806078,-0.019021659726068396,-0.018911097396962694,1964.3637969640881,0.019647848822692094,1964.3637969640881,4620591.952003691,0,0,6722,0,0,99978.5683761657,4.480239845460614e-07,6.382382737340298e-07,0.044794436740110716,0.06381609646617911,99982.22926724896,99987.88711435522,budget_exhausted,1.0000183044554125,-3.660891082487069
10,44,-0.024147499066246914,-0.012421567390695385,-0.11600004079049153,-0.024327072236233593,-0.0241474990662469,2045.51873792471,0.02045827948706828,2045.51873792471,4627900.567651862,0,0,6019,0,0,99984.88578757008,3.977088332185206e-07,6.409521445413389e-07,0.03977005298935052,0.064097125225584,99997.91221005874,100002.98114526394,budget_exhausted,1.0000651321124283,-13.02642248570919
10,45,-0.006743990483832701,-0.005782816757397097,-0.032413155559541384,-0.006863262897314093,-0.0067439904838327985,2279.1172643184377,0.022795916788597295,2279.1172643184377,4615656.655046124,0,0,7200,0,0,99979.18861760676,4.755562763601986e-07,5.441040788921559e-07,0.047546611464247296,0.05440987436156139,99981.04078902802,99999.0194382382,budget_exhausted,1.000009260857092,-1.8521714184316806
10,46,-0.010837452918065399,-0.0073010053709379255,-0.052046675874685255,-0.0109631239433704,-0.010837452918065399,2462.3056069329327,0.024623198619003986,2462.3056069329327,4618556.379104843,0,0,6923,0,0,99999.42107572268,4.460789028028898e-07,5.557464624802679e-07,0.044615416883109105,0.055578540826479506,100016.87280607272,100007.00783309592,budget_exhausted,1.000087258651725,-17.45173034502659
10,47,-0.020438886395069994,-0.01081788166283882,-0.09822017812484685,-0.02055945701527151,-0.02043888639507,3820.4654704395434,0.03820626329628905,3820.4654704395434,4618890.103172935,0,0,6890,0,0,99995.7897167772,4.344433523906716e-07,6.400537999688182e-07,0.043443779056775295,0.0640032360720468,99998.71978178788,99996.65039902096,budget_exhausted,1.0000146503250325,-2.9300650064833462
10,48,-0.013558327526839997,-0.008568183429320093,-0.06515535522068439,-0.013731294862613708,-0.013558327526840004,3145.829559025795,0.03146538905911113,3145.829559025795,4623562.197446445,0,0,6438,0,0,99977.45628112256,4.1776778128127927e-07,5.551770368101118e-07,0.041775265902447206,0.055506560765060914,99996.3802242574,99979.92907629198,budget_exhausted,1.0000946197156573,-18.9239431314345
10,49,-0.01340218358588971,-0.007741358532345677,-0.06436122820116486,-0.013516498619818601,-0.013402183585889696,3321.3136493273732,0.0332145643927803,3321.3136493273732,4618890.103172935,0,0,6890,0,0,99995.70098379228,4.3458146925590464e-07,5.698369545379363e-07,0.043464903259477494,0.056981401879296095,100015.54676019344,99995.97503377192,budget_exhausted,1.000099228881988,-19.845776397560257
10,50,-0.008396313527609195,-0.005239773417850604,-0.04035052116540394,-0.008518607894103303,-0.008396313527609202,2273.165970675998,0.02273666497791728,2273.165970675998,4612901.967040165,0,0,7462,0,0,99977.98590443164,4.843306098077453e-07,5.695424613780051e-07,0.04842322948076938,0.056941837374872684,99979.700849366,99978.21275186788,budget_exhausted,1.000008574724656,-1.714944931154605
10,51,-0.007492449334187912,-0.005634234106181898,-0.03600485044211876,-0.007594922099916995,-0.007492449334187801,3483.537095592506,0.03484332765760364,3483.537095592506,4612881.818073299,0,0,7464,0,0,99977.16434619344,4.78156521605327e-07,5.541118547246266e-07,0.047809464596792695,0.05540438669670969,99987.05954334946,99987.7303188968,budget_exhausted,1.000049475985758,-9.895197151607135
11,42,-0.06025040404714038,-0.028676746488704476,-0.17089116231055157,-0.06050403094793627,-0.060250404047140285,4008.6372381330675,0.040094269946462785,4008.6372381330675,4645108.718364961,0,0,4379,0,0,99980.3025092048,6.63721392997988e-07,1.2688264511917701e-06,0.06636118547761471,0.126865216425551,99983.49635509773,99986.2639263158,budget_exhausted,1.0000159692294648,-3.193845892965328
11,43,-0.06112955011459348,-0.027134001076422543,-0.17335820221222553,-0.06142033234805877,-0.06112955011459359,3775.201158807121,0.03775931338661702,3775.201158807121,4644272.536239983,0,0,4462,0,0,99980.66225815326,6.722441160365337e-07,1.2865319511537014e-06,0.06722335968815693,0.1286436920362157,99998.43521799396,99992.61341380142,budget_exhausted,1.0000888647991926,-17.772959838534007
11,44,-0.08169034402393033,-0.036237749853435856,-0.23173164924885148,-0.08204698324135423,-0.08169034402393041,4145.336587078805,0.04145867629443699,4145.336587078805,4660856.610456926,0,0,2869,0,0,99987.19104389336,4.622489781445365e-07,1.28262854371291e-06,0.04621943708914841,0.12826642033050253,99988.18661465266,100002.7801963624,budget_exhausted,1.000004977853794,-0.9955707587942015
11,45,-0.03527383340563567,-0.017432663951194995,-0.100076348000115,-0.03548608806673886,-0.03527383340563561,1824.1353567090248,0.01824505548464723,1824.1353567090248,4628041.06894321,0,0,6020,0,0,99979.7100230246,9.129853077202557e-07,1.267967137588359e-06,0.09129686125317871,0.12678294931991757,99998.17136285464,99989.14448292051,budget_exhausted,1.0000923066991407,-18.461339828150813
11,46,-0.010006010623709094,-0.00825177316687509,-0.02837110911196561,-0.010155738279195803,-0.010006010623709094,3100.822685922216,0.031008817980192695,3100.822685922216,4605731.47515459,0,0,8152,0,0,99998.09370040834,1.1718691358732398e-06,1.2732096341658014e-06,0.11718622733813608,0.127341965617332,99999.4143977626,100016.49547740472,budget_exhausted,1.0000066034867596,-1.3206973519118037
11,47,-0.05519634896891823,-0.026641599551891024,-0.15657436078049702,-0.05547092853615082,-0.0551963489689183,2746.339602999128,0.02746771920950158,2746.339602999128,4643558.3997112615,0,0,4532,0,0,99984.26087190812,7.132816766825723e-07,1.268199386613568e-06,0.07133089560903338,0.1268018241451842,100003.8244929953,99985.71634999684,budget_exhausted,1.000097818105434,-19.563621086854255
11,48,-0.08199312647554757,-0.036505247924528535,-0.23253617665120518,-0.0823531276395314,-0.0819931264755476,4170.184761218939,0.04170915526078931,4170.184761218939,4660856.610456926,0,0,2869,0,0,99982.47950946444,4.590927649274448e-07,1.2827456185699955e-06,0.04590384998757158,0.1282569776271028,99988.179937504,99986.29172484226,budget_exhausted,1.0000285021401896,-5.700428037904203
11,49,-0.07942768756374108,-0.035968245060518315,-0.22527472811129046,-0.07973349769988053,-0.07942768756374119,4306.005423476145,0.04306870418923394,4306.005423476145,4659749.569074302,0,0,2978,0,0,99979.91591659113,4.761117602005716e-07,1.2735166002403471e-06,0.04760355064472391,0.12733704834460438,99983.98406430868,99988.5265104298,budget_exhausted,1.0000203407385937,-4.068147718702676
11,50,-0.02868595637688398,-0.015096777684371123,-0.08138435294431956,-0.028911897767713135,-0.028685956376883995,2710.841822937065,0.027114281907040343,2710.841822937065,4620392.474830797,0,0,6749,0,0,99978.37420998352,1.0041981864072694e-06,1.29339804742689e-06,0.10041624169457158,0.12932813946228477,99996.43800775208,99990.9809045812,budget_exhausted,1.0000903189888437,-18.06379776870017
11,51,-0.07757537653299568,-0.03550089758056681,-0.2200740844224377,-0.07792825484779259,-0.0775753765329957,3971.721220758864,0.03972332884490497,3971.721220758864,4658642.527691677,0,0,3087,0,0,99984.60190146648,4.949046086521827e-07,1.2741446511164157e-06,0.0494890549446981,0.1274173097924903,99997.1592090767,100002.23262001394,budget_exhausted,1.00006278653805,-12.557307609997224
12,42,-0.05228994507620166,-0.02230981900858458,-0.14656991877887937,-0.0524680184526658,-0.0522899450762017,2318.708509943627,0.02318765324968411,2318.708509943627,4639490.135635859,0,0,4947,0,0,99997.54977253747,6.967782367678403e-07,1.2214125693100293e-06,0.06968139796205239,0.12214941641471819,100005.12973149812,100006.6803665856,budget_exhausted,1.0000378997947867,-7.579958957358031
12,43,-0.08273759626861993,-0.03211108716441193,-0.23190810644248405,-0.08296586653315818,-0.0827375962686199,3483.658903686671,0.034843448170553196,3483.658903686671,4660028.572578173,0,0,2993,0,0,99980.3144233805,3.9884027144674076e-07,1.2285250427018826e-06,0.03988270069889541,0.12284856723205448,99996.67424311528,99996.79531308118,budget_exhausted,1.0000817990986766,-16.359819735313067
12,44,-0.02505294485768117,-0.012237704861745888,-0.07022425904985197,-0.02515092899078436,-0.025052944857681197,2463.7724032634396,0.024638319843592788,2463.7724032634396,4619409.775579667,0,0,6856,0,0,99997.5817711509,9.799194258641229e-07,1.2315015181925121e-06,0.09800819488799573,0.12315912387878009,100016.58534482987,100007.28546363632,budget_exhausted,1.000095017868383,-19.003573676600354
12,45,-0.025127707215698625,-0.012448120515596477,-0.07043904582763283,-0.025223618356449318,-0.025127707215698597,3015.623594695598,0.030156855762176013,3015.623594695598,4618014.771734232,0,0,6994,0,0,99997.94469547848,9.773166173933473e-07,1.2294908244815912e-06,0.09773322721224498,0.12295684556869418,100001.60180731853,100006.31409391634,budget_exhausted,1.0000182855591888,-3.6571118377614766
12,46,-0.05380753352728568,-0.02309684884661439,-0.15079312351904484,-0.0539847168237263,-0.05380753352728561,3427.422568090053,0.03428265087846496,3427.422568090053,4639988.510455716,0,0,4898,0,0,99975.42431128124,6.911697089772442e-07,1.23112704289219e-06,0.0691092981397893,0.1230940149635156,99988.89887991986,99984.81933622425,budget_exhausted,1.0000673728431952,-13.474568639067002
12,47,-0.08276005287247662,-0.0340150745689908,-0.23198279664116073,-0.08300119346099233,-0.0827600528724767,3485.0047867573976,0.034850859675569404,3485.0047867573976,4660099.093962209,0,0,2986,0,0,99997.67062275368,3.9940485055846556e-07,1.2294218767078648e-06,0.039947251662739186,0.12294844512373229,100016.94172437608,100005.08975239856,budget_exhausted,1.0000963555081184,-19.271101623686263
12,48,-0.0840838514749917,-0.033516694877623626,-0.23574285985971732,-0.0843399415360791,-0.0840838514749918,3065.1832410315947,0.03065253668065887,3065.1832410315947,4660068.870511908,0,0,2989,0,0,99997.70240763346,4.0782976810980927e-07,1.251209499462377e-06,0.04078701100139673,0.12512695253747638,100009.89184883315,100004.79743099876,budget_exhausted,1.000060947205987,-12.189441197406268
12,49,-0.05366655576441587,-0.021982064164921794,-0.1503996476032664,-0.05384845978642128,-0.05366655576441591,2555.7313960128126,0.025558095520845713,2555.7313960128126,4639490.135635859,0,0,4947,0,0,99996.94202286335,6.913798556333065e-07,1.2298540625993983e-06,0.0691449244324214,0.12299338421884279,100010.03626159226,100006.48691511096,budget_exhausted,1.000065471193631,-13.094238726247568
12,50,-0.08271525605574637,-0.03253663387356894,-0.23192850339284,-0.08294471685876131,-0.0827152560557464,3498.7811896761286,0.034995414502167005,3498.7811896761286,4660099.093962208,0,0,2986,0,0,99978.27542404093,4.0027447167551686e-07,1.2299478880108532e-06,0.040024876626360506,0.1229695934851226,99993.578053628,99979.51513539044,budget_exhausted,1.0000765131479348,-15.302629586949479
12,51,-0.02265943169422785,-0.010656014018000383,-0.06351074357128039,-0.022774348174084413,-0.022659431694227905,949.1576144434501,0.009493565533705985,949.1576144434501,4618004.697250798,0,0,6995,0,0,99979.04486713216,1.0030718411299001e-06,1.2306747362443211e-06,0.10028793383717641,0.12306228201126071,99980.80867688208,99995.78149041456,budget_exhausted,1.000008819048735,-1.7638097470335197
13,42,-0.059237051085205994,-0.023617785102922364,-0.15762044026148414,-0.05943759924056152,-0.05923705108520591,2561.688971024733,0.025617517397695303,2561.688971024733,4639490.135635812,0,0,4947,0,0,99997.5497725317,7.725402983907624e-07,1.3670079462044988e-06,0.07726170590431969,0.1366993051448812,100009.93613570636,99998.91041191618,budget_exhausted,1.000061931815859,-12.386363171797711
13,43,-0.08818013689764259,-0.03446749925054136,-0.2346182215144167,-0.08843327937061901,-0.0881801368976426,3239.1390296973013,0.03239776798441436,3239.1390296973013,4660028.572578119,0,0,2993,0,0,99980.31442337504,4.791821951692167e-07,1.3637177363906617e-06,0.04791718171737108,0.1363504610879906,99997.8342276465,99984.37172846928,budget_exhausted,1.000087599021363,-17.519804272596957
13,44,-0.030081105790640605,-0.013854026918208029,-0.08004457173982482,-0.030198342498862107,-0.030081105790640605,3077.7252137030996,0.03077799641941976,3077.7252137030996,4619409.775579622,0,0,6856,0,0,99997.58177115032,1.064931064934257e-06,1.366782302812074e-06,0.10649244134005673,0.1366907838389189,99999.37540241722,100009.1847528942,budget_exhausted,1.000008968156328,-1.7936312656092923
13,45,-0.028666366092241102,-0.014237671656350107,-0.076282698892841,-0.028813753802528097,-0.02866636609224109,3583.0751406908557,0.03583148785309733,3583.0751406908557,4618014.771734189,0,0,6994,0,0,99997.94469548184,1.0792564139774141e-06,1.3675187566717303e-06,0.1079363955730708,0.1367501493755988,100009.96443031527,99998.73764687628,budget_exhausted,1.0000600986741692,-12.019734833826078
13,46,-0.057413692116352,-0.023730173713348814,-0.15274940529887127,-0.057623205520656584,-0.057413692116351986,2407.5653507762318,0.024081571719866142,2407.5653507762318,4639988.510455664,0,0,4898,0,0,99975.42431128387,7.900986615953178e-07,1.3664707082886364e-06,0.07899731033966281,0.1366205158603194,99984.10854178184,99980.56674879076,budget_exhausted,1.000043421152489,-8.68423049771809
13,47,-0.08814624487376199,-0.03493153092866917,-0.2345687493755635,-0.08842129185469971,-0.08814624487376202,3236.5788235261143,0.03236654217412962,3236.5788235261143,4660099.093962155,0,0,2986,0,0,99997.67062275475,4.78854892426648e-07,1.3629162566231113e-06,0.047884707120502995,0.1363059989752031,99998.36668232032,100010.54599856897,budget_exhausted,1.000003480297838,-0.6960595675918739
13,48,-0.0917574909288486,-0.03503375704853115,-0.24421384547626013,-0.09203055386221781,-0.0917574909288486,3065.183241031578,0.030652536680661004,3065.183241031578,4660068.870511854,0,0,2989,0,0,99997.70240762595,4.857324508353617e-07,1.406018584605878e-06,0.04857804987551262,0.14060860373773093,100009.89184883196,100004.79743099913,budget_exhausted,1.0000609472060225,-12.189441204478499
13,49,-0.06116053061711363,-0.024927139884361113,-0.16270842874492886,-0.06135492723951991,-0.06116053061711359,4137.7718124152725,0.04137898348400749,4137.7718124152725,4639490.135635812,0,0,4947,0,0,99996.94202286228,7.534385407357069e-07,1.3669771066297071e-06,0.0753513865158986,0.1367063137554185,100009.99742105116,100006.29351611382,budget_exhausted,1.000065276990939,-13.055398187832907
13,50,-0.08778440434119211,-0.03439452771459954,-0.2336723652211099,-0.08803466135373139,-0.08778440434119208,2856.5405294878005,0.028571612356506196,2856.5405294878005,4660099.093962154,0,0,2986,0,0,99978.2754240442,4.88689283060571e-07,1.3692090710699922e-06,0.0488588917601972,0.13689355311392887,99979.46231642929,99980.0220480215,budget_exhausted,1.000005934461921,-1.186892384197563
13,51,-0.0266079993694448,-0.011796334846605836,-0.07079739388146122,-0.026746161028893267,-0.0266079993694448,1334.0013774950921,0.013342809778468342,1334.0013774950921,4618004.6972507555,0,0,6995,0,0,99979.04486713186,1.096670060650903e-06,1.3639729845312686e-06,0.10964827548584041,0.13639443651473368,99982.92049731096,99997.90176313928,budget_exhausted,1.000019378150892,-3.8756301784014795
14,42,-0.04307770793933552,-0.02385212529051964,-0.1295511187651759,-0.043349612401897,-0.043077707939335595,4008.6372381329275,0.040094269946461855,4008.6372381329275,4645108.718364916,0,0,4379,0,0,99980.3025092036,5.605302923050752e-07,9.940704546451506e-07,0.05604377843760758,0.09939339083950458,99983.49635509992,99986.26392631762,budget_exhausted,1.0000159692294834,-3.1938458966906182
14,43,-0.03449111890752338,-0.01772530152881783,-0.10372455080956022,-0.03468389392549326,-0.034491118907523405,2953.5537796890485,0.029541250407633682,2953.5537796890485,4644272.536239936,0,0,4462,0,0,99980.66225814963,6.452176752904651e-07,9.92152876831197e-07,0.0645200378823304,0.09920393180782366,99997.31928187596,99988.5543089566,budget_exhausted,1.0000832851186376,-16.65702372751548
14,44,-0.06959381788985591,-0.03239377319391705,-0.20936241631268437,-0.06996727649303752,-0.06959381788985591,4145.3365870789,0.0414586762944381,4145.3365870789,4660856.610456876,0,0,2869,0,0,99987.191043893,4.4882466450335764e-07,1.1484124799245832e-06,0.04487716431162078,0.1148444408046577,99988.18661465308,100002.78019636254,budget_exhausted,1.000004977853817,-0.9955707633926068
14,45,-0.043720290418932606,-0.018354870095543194,-0.13149849373123013,-0.04396532645728041,-0.04372029041893259,2655.221681721241,0.026557605349222857,2655.221681721241,4628041.068943162,0,0,6020,0,0,99979.71002302508,9.490837180567661e-07,1.388829470952261e-06,0.09490254417590319,0.1388678706331836,99993.8597305353,99989.14448292044,budget_exhausted,1.0000707485375513,-14.149707510252483
14,46,-0.03053838400253439,-0.012767150319354258,-0.09182646762967484,-0.030715969148423394,-0.03053838400253439,1317.7490875669757,0.013177742082913316,1317.7490875669757,4605731.475154549,0,0,8152,0,0,99998.09370040802,1.0793222672921016e-06,1.3864296507566272e-06,0.10794735821748769,0.13866332736591108,100014.019434914,100014.68685427873,budget_exhausted,1.000079628672522,-15.925734504387947
14,47,-0.023586727436616495,-0.014799988573037352,-0.07094163479092574,-0.023787920348966762,-0.02358672743661651,2746.3396029990427,0.02746771920950092,2746.3396029990427,4643558.399711212,0,0,4532,0,0,99984.26087190742,7.553187995181016e-07,9.93368779442054e-07,0.0755347686632673,0.09932268901223407,100003.8244929942,99985.71634999511,budget_exhausted,1.000097818105449,-19.56362108979374
