study,dataset,planning_mode,trial,seed,num_drones,budget,fov_deg,victim_model,likelihood,victims_found,path_length,cells_observed,sim_time,wall_time,_job_key
nstep_N4,1,dynamic_4step,37,79,5,200000.0,45.0,random_walk,0.373004517077745,1,200013.32978052818,15153,8489.0,155.15813827514648,dynamic_4step|seed=79
nstep_N4,1,dynamic_4step,38,80,5,200000.0,45.0,random_walk,0.3457637295130289,0,200002.1978004228,12723,8497.0,150.9164125919342,dynamic_4step|seed=80
nstep_N4,1,dynamic_4step,39,81,5,200000.0,45.0,random_walk,0.3740045616162265,1,200010.62249875703,14873,8495.0,153.52425575256348,dynamic_4step|seed=81
nstep_N4,1,dynamic_4step,40,82,5,200000.0,45.0,random_walk,0.35976328830527354,0,200008.57946201894,14318,8493.0,153.04386353492737,dynamic_4step|seed=82
nstep_N4,1,dynamic_4step,41,83,5,200000.0,45.0,random_walk,0.37103584027538133,0,200019.2813667322,14724,8482.0,158.00716137886047,dynamic_4step|seed=83
nstep_N4,1,dynamic_4step,42,84,5,200000.0,45.0,random_walk,0.352272376928821,0,200011.20220670785,13449,8504.0,153.9298276901245,dynamic_4step|seed=84
nstep_N4,1,dynamic_4step,43,85,5,200000.0,45.0,random_walk,0.3405577863845683,0,200003.05944276418,12861,8510.0,153.09799766540527,dynamic_4step|seed=85
nstep_N4,1,dynamic_4step,44,86,5,200000.0,45.0,random_walk,0.3744926648344046,0,200006.51379105158,14694,8525.0,153.30917191505432,dynamic_4step|seed=86
nstep_N4,1,dynamic_4step,45,87,5,200000.0,45.0,random_walk,0.375766136324155,0,200006.0849171681,14998,8484.0,156.5387544631958,dynamic_4step|seed=87
nstep_N4,1,dynamic_4step,46,88,5,200000.0,45.0,random_walk,0.37004620943218614,1,200007.49707621086,14980,8490.0,153.52604341506958,dynamic_4step|seed=88
nstep_N4,1,dynamic_4step,47,89,5,200000.0,45.0,random_walk,0.33738742624801665,0,200011.16880177095,11915,8491.0,137.25731992721558,dynamic_4step|seed=89
nstep_N4,1,dynamic_4step,48,90,5,200000.0,45.0,random_walk,0.32955503701453565,1,200024.16772009118,12196,8485.0,153.6043016910553,dynamic_4step|seed=90
