dataset,planning_seed,condition_id,control,method,dPdet,dRMST_rel,dL,H_common,exposure_multiplicity_control,exposure_multiplicity_method,revisit_fraction_control,revisit_fraction_method,replans_control,replans_method,planner_wall_time_control,planner_wall_time_method,initial_positions_hash,planning_seed_common,alpha,w
7,51,alpha_0,online_static_3step,dynamic_3step,0.13587042723596432,0.05600069840463899,0.13603929186094788,8275.0,31.455670926517573,9.891288477917021,0.9682092299879388,0.8989009366946916,4162.0,3990.0,399.90013862703927,431.86028417991474,a8f19df2d616560c37b26732016a8ecb989b028f1788c364e916ef8c4d117ae0,51,0.0,0.5
7,51,alpha_0.25,online_static_3step,dynamic_3step,0.11024447830033454,0.04540031824037616,0.13603929186094788,8275.0,31.455670926517573,9.891288477917021,0.9682092299879388,0.8989009366946916,4162.0,3990.0,399.90013862703927,431.86028417991474,a8f19df2d616560c37b26732016a8ecb989b028f1788c364e916ef8c4d117ae0,51,0.25,0.5
7,51,alpha_0.5,online_static_3step,dynamic_3step,0.08461852936470474,0.03479993807612849,0.13603929186094788,8275.0,31.455670926517573,9.891288477917021,0.9682092299879388,0.8989009366946916,4162.0,3990.0,399.90013862703927,431.86028417991474,a8f19df2d616560c37b26732016a8ecb989b028f1788c364e916ef8c4d117ae0,51,0.5,0.5
7,51,alpha_0.75,online_static_3step,dynamic_3step,0.058992580429074924,0.024199557911878843,0.13603929186094788,8275.0,31.455670926517573,9.891288477917021,0.9682092299879388,0.8989009366946916,4162.0,3990.0,399.90013862703927,431.86028417991474,a8f19df2d616560c37b26732016a8ecb989b028f1788c364e916ef8c4d117ae0,51,0.75,0.5
10,42,alpha_0,online_static_3step,dynamic_3step,0.16158474064414996,0.07710832173236405,0.16169795489706573,9037.0,91.83993902439025,15.473851309639297,0.989111491028599,0.9353748475418618,4426.0,4227.0,400.61185821704566,449.29527059500106,3c195b87f1445e5f24bb317d5a82c31328f4e3a706c1cec8193eed5382ff055c,42,0.0,0.5
10,42,alpha_0.25,online_static_3step,dynamic_3step,0.12805060006787006,0.060858585264864866,0.16169795489706573,9037.0,91.83993902439025,15.473851309639297,0.989111491028599,0.9353748475418618,4426.0,4227.0,400.61185821704566,449.29527059500106,3c195b87f1445e5f24bb317d5a82c31328f4e3a706c1cec8193eed5382ff055c,42,0.25,0.5
10,42,alpha_0.5,online_static_3step,dynamic_3step,0.09451645949159013,0.04460884879719178,0.16169795489706573,9037.0,91.83993902439025,15.473851309639297,0.989111491028599,0.9353748475418618,4426.0,4227.0,400.61185821704566,449.29527059500106,3c195b87f1445e5f24bb317d5a82c31328f4e3a706c1cec8193eed5382ff055c,42,0.5,0.5
10,42,alpha_0.75,online_static_3step,dynamic_3step,0.06098231891531024,0.028359112329519792,0.16169795489706573,9037.0,91.83993902439025,15.473851309639297,0.989111491028599,0.9353748475418618,4426.0,4227.0,400.61185821704566,449.29527059500106,3c195b87f1445e5f24bb317d5a82c31328f4e3a706c1cec8193eed5382ff055c,42,0.75,0.5
10,43,alpha_0,online_static_3step,dynamic_3step,0.12724720920706023,0.06790390071044555,0.1273011148916412,8741.0,84.52169673330083,19.967561393489433,0.9881687183451204,0.9499187717371408,3307.0,4241.0,300.0985209052451,458.82905026432127,5aae0438e1e54d69e9da0ba68887ca5e3f1f7a67ff645ed335b0fcf02051ca64,43,0.0,0.5
10,43,alpha_0.25,online_static_3step,dynamic_3step,0.10034389798699674,0.05342763942100034,0.1273011148916412,8741.0,84.52169673330083,19.967561393489433,0.9881687183451204,0.9499187717371408,3307.0,4241.0,300.0985209052451,458.82905026432127,5aae0438e1e54d69e9da0ba68887ca5e3f1f7a67ff645ed335b0fcf02051ca64,43,0.25,0.5
10,43,alpha_0.5,online_static_3step,dynamic_3step,0.07344058676693323,0.038951378130955186,0.1273011148916412,8741.0,84.52169673330083,19.967561393489433,0.9881687183451204,0.9499187717371408,3307.0,4241.0,300.0985209052451,458.82905026432127,5aae0438e1e54d69e9da0ba68887ca5e3f1f7a67ff645ed335b0fcf02051ca64,43,0.5,0.5
10,43,alpha_0.75,online_static_3step,dynamic_3step,0.046537275546869705,0.024475116841312494,0.1273011148916412,8741.0,84.52169673330083,19.967561393489433,0.9881687183451204,0.9499187717371408,3307.0,4241.0,300.0985209052451,458.82905026432127,5aae0438e1e54d69e9da0ba68887ca5e3f1f7a67ff645ed335b0fcf02051ca64,43,0.75,0.5
10,44,alpha_0,online_static_3step,dynamic_3step,0.1674308890858066,0.07897667457972413,0.16755523632622116,8934.0,83.92625645843118,14.761262021258647,0.9880847777298956,0.9322551148702709,4049.0,4162.0,369.9321954937186,443.49335020338185,c7b98fa8a6fd7a67d10513d55076aade048023f35a0553cb06267d4f6ef018b5,44,0.0,0.5
10,44,alpha_0.25,online_static_3step,dynamic_3step,0.13269371718685707,0.06226060161785493,0.16755523632622116,8934.0,83.92625645843118,14.761262021258647,0.9880847777298956,0.9322551148702709,4049.0,4162.0,369.9321954937186,443.49335020338185,c7b98fa8a6fd7a67d10513d55076aade048023f35a0553cb06267d4f6ef018b5,44,0.25,0.5
10,44,alpha_0.5,online_static_3step,dynamic_3step,0.09795654528790747,0.04554452865550473,0.16755523632622116,8934.0,83.92625645843118,14.761262021258647,0.9880847777298956,0.9322551148702709,4049.0,4162.0,369.9321954937186,443.49335020338185,c7b98fa8a6fd7a67d10513d55076aade048023f35a0553cb06267d4f6ef018b5,44,0.5,0.5
10,44,alpha_0.75,online_static_3step,dynamic_3step,0.06321937338895789,0.028828455693252864,0.16755523632622116,8934.0,83.92625645843118,14.761262021258647,0.9880847777298956,0.9322551148702709,4049.0,4162.0,369.9321954937186,443.49335020338185,c7b98fa8a6fd7a67d10513d55076aade048023f35a0553cb06267d4f6ef018b5,44,0.75,0.5
10,45,alpha_0,online_static_3step,dynamic_3step,0.15660254123042183,0.07044074956996067,0.15667537673456683,9074.0,69.58665644171779,15.403235733755386,0.9856294288138768,0.9350785758729543,5376.0,4231.0,503.97254767199047,411.76289012120105,8a7e98c8245c80a6f01e0226d2d2656885f2cb7610bee2dc775b06c99ab4ad79,45,0.0,0.5
10,45,alpha_0.25,online_static_3step,dynamic_3step,0.12386900903243608,0.05546975047129514,0.15667537673456683,9074.0,69.58665644171779,15.403235733755386,0.9856294288138768,0.9350785758729543,5376.0,4231.0,503.97254767199047,411.76289012120105,8a7e98c8245c80a6f01e0226d2d2656885f2cb7610bee2dc775b06c99ab4ad79,45,0.25,0.5
10,45,alpha_0.5,online_static_3step,dynamic_3step,0.0911354768344503,0.04049875137286124,0.15667537673456683,9074.0,69.58665644171779,15.403235733755386,0.9856294288138768,0.9350785758729543,5376.0,4231.0,503.97254767199047,411.76289012120105,8a7e98c8245c80a6f01e0226d2d2656885f2cb7610bee2dc775b06c99ab4ad79,45,0.5,0.5
10,45,alpha_0.75,online_static_3step,dynamic_3step,0.05840194463646453,0.025527752273819145,0.15667537673456683,9074.0,69.58665644171779,15.403235733755386,0.9856294288138768,0.9350785758729543,5376.0,4231.0,503.97254767199047,411.76289012120105,8a7e98c8245c80a6f01e0226d2d2656885f2cb7610bee2dc775b06c99ab4ad79,45,0.75,0.5
10,46,alpha_0,online_static_3step,dynamic_3step,0.12635748563643628,0.06295627274180937,0.1264261211188262,8810.0,62.30304101838755,15.637760114316334,0.9839494191029156,0.936052222780646,4051.0,4139.0,382.2181637880858,431.3751525352709,9ee63faabcca9d7ea56158b9a7b93c43e3bd66789637b328ac894e71f26729ce,46,0.0,0.5
10,46,alpha_0.25,online_static_3step,dynamic_3step,0.1008939700076833,0.04991373963551451,0.1264261211188262,8810.0,62.30304101838755,15.637760114316334,0.9839494191029156,0.936052222780646,4051.0,4139.0,382.2181637880858,431.3751525352709,9ee63faabcca9d7ea56158b9a7b93c43e3bd66789637b328ac894e71f26729ce,46,0.25,0.5
10,46,alpha_0.5,online_static_3step,dynamic_3step,0.07543045437893027,0.03687120653015733,0.1264261211188262,8810.0,62.30304101838755,15.637760114316334,0.9839494191029156,0.936052222780646,4051.0,4139.0,382.2181637880858,431.3751525352709,9ee63faabcca9d7ea56158b9a7b93c43e3bd66789637b328ac894e71f26729ce,46,0.5,0.5
10,46,alpha_0.75,online_static_3step,dynamic_3step,0.049966938750177284,0.023828673423956722,0.1264261211188262,8810.0,62.30304101838755,15.637760114316334,0.9839494191029156,0.936052222780646,4051.0,4139.0,382.2181637880858,431.3751525352709,9ee63faabcca9d7ea56158b9a7b93c43e3bd66789637b328ac894e71f26729ce,46,0.75,0.5
10,47,alpha_0,online_static_3step,dynamic_3step,0.17416214357904067,0.08012487403978619,0.17426870959912136,9074.0,89.52738036507154,14.462989000082706,0.988830232763181,0.9308579989935496,3485.0,4069.0,329.1445806277916,419.21734954742715,534d6bf750939fd4a2adea1cb6e5bf6962100438a5d1f081e7ea7ace1d556989,47,0.0,0.5
10,47,alpha_0.25,online_static_3step,dynamic_3step,0.13798978810508788,0.06322625183977161,0.17426870959912136,9074.0,89.52738036507154,14.462989000082706,0.988830232763181,0.9308579989935496,3485.0,4069.0,329.1445806277916,419.21734954742715,534d6bf750939fd4a2adea1cb6e5bf6962100438a5d1f081e7ea7ace1d556989,47,0.25,0.5
10,47,alpha_0.5,online_static_3step,dynamic_3step,0.10181743263113505,0.046327629640153745,0.17426870959912136,9074.0,89.52738036507154,14.462989000082706,0.988830232763181,0.9308579989935496,3485.0,4069.0,329.1445806277916,419.21734954742715,534d6bf750939fd4a2adea1cb6e5bf6962100438a5d1f081e7ea7ace1d556989,47,0.5,0.5
10,47,alpha_0.75,online_static_3step,dynamic_3step,0.06564507715718226,0.029429007439941313,0.17426870959912136,9074.0,89.52738036507154,14.462989000082706,0.988830232763181,0.9308579989935496,3485.0,4069.0,329.1445806277916,419.21734954742715,534d6bf750939fd4a2adea1cb6e5bf6962100438a5d1f081e7ea7ace1d556989,47,0.75,0.5
10,48,alpha_0,online_static_3step,dynamic_3step,0.12510996563207247,0.05627253119396082,0.12518338854451305,8943.0,63.46983676366217,15.057484103797904,0.9842444844513525,0.9335878428888547,4869.0,4266.0,472.9718368651811,396.9913003509864,f1d4268a7fc06b15f7692db6342f402bb3f8002b9b7058c5a0ea51e1aecefd26,48,0.0,0.5
10,48,alpha_0.25,online_static_3step,dynamic_3step,0.10028830360687613,0.044822279050450387,0.12518338854451305,8943.0,63.46983676366217,15.057484103797904,0.9842444844513525,0.9335878428888547,4869.0,4266.0,472.9718368651811,396.9913003509864,f1d4268a7fc06b15f7692db6342f402bb3f8002b9b7058c5a0ea51e1aecefd26,48,0.25,0.5
10,48,alpha_0.5,online_static_3step,dynamic_3step,0.07546664158167968,0.033372026907430546,0.12518338854451305,8943.0,63.46983676366217,15.057484103797904,0.9842444844513525,0.9335878428888547,4869.0,4266.0,472.9718368651811,396.9913003509864,f1d4268a7fc06b15f7692db6342f402bb3f8002b9b7058c5a0ea51e1aecefd26,48,0.5,0.5
10,48,alpha_0.75,online_static_3step,dynamic_3step,0.050644979556483255,0.02192177476432589,0.12518338854451305,8943.0,63.46983676366217,15.057484103797904,0.9842444844513525,0.9335878428888547,4869.0,4266.0,472.9718368651811,396.9913003509864,f1d4268a7fc06b15f7692db6342f402bb3f8002b9b7058c5a0ea51e1aecefd26,48,0.75,0.5
10,49,alpha_0,online_static_3step,dynamic_3step,0.14232213227678736,0.07418035361475976,0.14243384008186843,9057.0,69.32070417145044,13.520589142504626,0.985574295415022,0.9260387258676248,4450.0,4236.0,422.77217693440616,404.5835908150766,60433548930247880d436336dc0c24b5722e1f405496f3395bc41214162a99f6,49,0.0,0.5
10,49,alpha_0.25,online_static_3step,dynamic_3step,0.11432247554237221,0.059059458038688804,0.14243384008186843,9057.0,69.32070417145044,13.520589142504626,0.985574295415022,0.9260387258676248,4450.0,4236.0,422.77217693440616,404.5835908150766,60433548930247880d436336dc0c24b5722e1f405496f3395bc41214162a99f6,49,0.25,0.5
10,49,alpha_0.5,online_static_3step,dynamic_3step,0.08632281880795707,0.043938562461941624,0.14243384008186843,9057.0,69.32070417145044,13.520589142504626,0.985574295415022,0.9260387258676248,4450.0,4236.0,422.77217693440616,404.5835908150766,60433548930247880d436336dc0c24b5722e1f405496f3395bc41214162a99f6,49,0.5,0.5
10,49,alpha_0.75,online_static_3step,dynamic_3step,0.05832316207354196,0.028817666885700564,0.14243384008186843,9057.0,69.32070417145044,13.520589142504626,0.985574295415022,0.9260387258676248,4450.0,4236.0,422.77217693440616,404.5835908150766,60433548930247880d436336dc0c24b5722e1f405496f3395bc41214162a99f6,49,0.75,0.5
10,50,alpha_0,online_static_3step,dynamic_3step,0.15644210311461454,0.0729167703777962,0.15650620656371733,8951.0,64.27935368043087,14.543472834678425,0.984442905182719,0.9312406320438449,4818.0,4138.0,471.85737170488574,385.15418657823466,8283a2834388f9c63cfd0cea6a48fcee18a5ba4c6e6ba3aa66a9c3f28824aa66,50,0.0,0.5
10,50,alpha_0.25,online_static_3step,dynamic_3step,0.12409261376394062,0.05756488548836188,0.15650620656371733,8951.0,64.27935368043087,14.543472834678425,0.984442905182719,0.9312406320438449,4818.0,4138.0,471.85737170488574,385.15418657823466,8283a2834388f9c63cfd0cea6a48fcee18a5ba4c6e6ba3aa66a9c3f28824aa66,50,0.25,0.5
10,50,alpha_0.5,online_static_3step,dynamic_3step,0.09174312441326678,0.04221300059904634,0.15650620656371733,8951.0,64.27935368043087,14.543472834678425,0.984442905182719,0.9312406320438449,4818.0,4138.0,471.85737170488574,385.15418657823466,8283a2834388f9c63cfd0cea6a48fcee18a5ba4c6e6ba3aa66a9c3f28824aa66,50,0.5,0.5
10,50,alpha_0.75,online_static_3step,dynamic_3step,0.05939363506259296,0.02686111570970804,0.15650620656371733,8951.0,64.27935368043087,14.543472834678425,0.984442905182719,0.9312406320438449,4818.0,4138.0,471.85737170488574,385.15418657823466,8283a2834388f9c63cfd0cea6a48fcee18a5ba4c6e6ba3aa66a9c3f28824aa66,50,0.75,0.5
10,51,alpha_0,online_static_3step,dynamic_3step,0.19300892442159728,0.09523029996063839,0.19315618386900152,8807.0,92.41080797481636,13.965022707353995,0.9891787549322962,0.9283925260305235,4564.0,4222.0,442.09414056758396,400.26899665640667,511218dd01b3f07057afc14325022c4e82154b26ec43f956302ef375f1badadf,51,0.0,0.5
10,51,alpha_0.25,online_static_3step,dynamic_3step,0.1525503996219868,0.07493915374414845,0.19315618386900152,8807.0,92.41080797481636,13.965022707353995,0.9891787549322962,0.9283925260305235,4564.0,4222.0,442.09414056758396,400.26899665640667,511218dd01b3f07057afc14325022c4e82154b26ec43f956302ef375f1badadf,51,0.25,0.5
10,51,alpha_0.5,online_static_3step,dynamic_3step,0.1120918748223764,0.05464800752831962,0.19315618386900152,8807.0,92.41080797481636,13.965022707353995,0.9891787549322962,0.9283925260305235,4564.0,4222.0,442.09414056758396,400.26899665640667,511218dd01b3f07057afc14325022c4e82154b26ec43f956302ef375f1badadf,51,0.5,0.5
10,51,alpha_0.75,online_static_3step,dynamic_3step,0.07163335002276598,0.03435686131269755,0.19315618386900152,8807.0,92.41080797481636,13.965022707353995,0.9891787549322962,0.9283925260305235,4564.0,4222.0,442.09414056758396,400.26899665640667,511218dd01b3f07057afc14325022c4e82154b26ec43f956302ef375f1badadf,51,0.75,0.5
