dataset,planning_seed,k,comparator,dRetention_Pdet,dDegradation_NRMST,dPdet,dRMST_rel
1,50,3,online_static_3step_vs_pizza_repartition,-0.18185321518143593,0.009926642753775305,-0.08744903415978399,-0.029507115720148164
1,51,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.33922547334847236,0.11017459148089728
1,51,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.04427884908347002,-0.028377999307490808,0.30130949891570274,0.08159634833008324
1,51,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.06266993220710004,-0.09321918354141379,0.21119926831093347,0.01639334721493873
1,51,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.12403148708169426,-0.1015687545246311,0.19545548459607534,0.00768463873317251
1,51,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.1860535139770211,0.04555927035005081
1,51,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.21012435276817543,-0.004993455332285307,0.2014094133035387,0.04036557117444226
1,51,2,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.002772452832595418,-0.041935032714058684,0.12788009584360327,0.003062176911447199
1,51,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.33059341012131577,-0.0527875626892589,0.15311386096814533,-0.00814949056230192
1,51,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.29322619306767944,0.07569667971616781
1,51,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.02410352875466204,-0.026814616461805208,0.25413193045181365,0.0486818194110394
1,51,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.013153074951219312,-0.05542715402704259,0.20671213184190437,0.019707464964580278
1,51,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.09311613532754875,-0.087824740629992,0.15948468024462953,-0.013049259136917825
1,51,0,dynamic_evidence_3step_vs_online_static_3step,,,0.15317195937145123,0.06461532113084648
1,51,1,dynamic_evidence_3step_vs_online_static_3step,-0.1658455036847054,-0.0233845439752055,0.09990008561216407,0.041230777155640976
1,51,2,dynamic_evidence_3step_vs_online_static_3step,-0.059897479374504625,-0.0512841508273551,0.0833191724673302,0.01333117030349153
1,51,3,dynamic_evidence_3step_vs_online_static_3step,-0.2065619230396215,-0.0487811918353722,0.04234162362793001,0.015834129295474432
1,51,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.04599928028079292,0.034477911764729474
1,51,1,dynamic_evidence_3step_vs_pizza_repartition,0.020175320328807977,-0.0015633828456856,0.0471775684638891,0.03291452891904384
1,51,2,dynamic_evidence_3step_vs_pizza_repartition,-0.07582300715831936,-0.037792029514371196,0.004487136469029096,-0.0033141177496415464
1,51,3,dynamic_evidence_3step_vs_pizza_repartition,0.030915351754145504,-0.013744013894639098,0.03597080435144581,0.020733897870090334
1,51,0,online_static_3step_vs_pizza_repartition,,,-0.10717267909065831,-0.030137409366116998
1,51,1,online_static_3step_vs_pizza_repartition,0.1860208240135134,0.0218211611295199,-0.05272251714827497,-0.008316248236597138
1,51,2,online_static_3step_vs_pizza_repartition,-0.01592552778381473,0.013492121312983905,-0.0788320359983011,-0.01664528805313308
1,51,3,online_static_3step_vs_pizza_repartition,0.237477274793767,0.0350371779407331,-0.0063708192764841964,0.004899768574615904
5,42,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.26513132290823826,0.07870966456788528
5,42,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.06496781982983812,-0.023561328717820983,0.22518071001488868,0.055003214010620256
5,42,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.00043161406365288535,-0.052052500223670986,0.1725135788631405,0.026263798942215928
5,42,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.058830005883382164,-0.08432440490214982,0.14075481727895753,-0.006079910643824998
5,42,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.1820799261511586,0.05147910754606098
5,42,1,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.08320360948393435,-0.02259845552286338,0.15063756200708528,0.028735530183753678
5,42,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.3099916627927949,-0.01998817504932119,0.18051060888043272,0.03109756709474153
5,42,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.016751226452979107,-0.05895567480956693,0.11144143972402976,-0.007941737573066243
5,42,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.2629310631465549,0.0798747973653662
5,42,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.04564759135026364,-0.022226268401768383,0.22872565471610648,0.057503407124153964
5,42,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.0715386192146028,-0.04656751974617479,0.1912841270457646,0.03291391221719333
5,42,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.041079511433402494,-0.07742766513224882,0.14456066793711203,0.0019819619235571344
5,42,0,dynamic_evidence_3step_vs_online_static_3step,,,0.08305139675707968,0.027230557021824305
5,42,1,dynamic_evidence_3step_vs_online_static_3step,0.018235789654096224,-0.0009628731949576017,0.0745431480078034,0.026267683826866582
5,42,2,dynamic_evidence_3step_vs_online_static_3step,-0.31042327685644777,-0.032064325174349796,-0.007997030017292212,-0.004833768152525601
5,42,3,dynamic_evidence_3step_vs_online_static_3step,-0.07558123233636127,-0.025368730092582892,0.029313377554927786,0.001861826929241245
5,42,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.0022002597616833652,-0.001165132797480931
5,42,1,dynamic_evidence_3step_vs_pizza_repartition,-0.019320228479574486,-0.0013350603160525998,-0.0035449447012178004,-0.0025001931135337084
5,42,2,dynamic_evidence_3step_vs_pizza_repartition,-0.07197023327825569,-0.005484980477496196,-0.01877054818262411,-0.006650113274977399
5,42,3,dynamic_evidence_3step_vs_pizza_repartition,-0.01775049444997967,-0.006896739769901003,-0.0038058506581545026,-0.008061872567382132
5,42,0,online_static_3step_vs_pizza_repartition,,,-0.08085113699539631,-0.028395689819305237
5,42,1,online_static_3step_vs_pizza_repartition,-0.03755601813367071,-0.00037218712109499813,-0.0780880927090212,-0.02876787694040029
5,42,2,online_static_3step_vs_pizza_repartition,0.23845304357819208,0.0265793446968536,-0.010773518165331897,-0.0018163451224517983
5,42,3,online_static_3step_vs_pizza_repartition,0.0578307378863816,0.01847199032268189,-0.03311922821308229,-0.009923699496623377
5,43,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.27292636624655087,0.07455060730122519
5,43,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.021377863621204085,-0.02197231076509145,0.2401158595918554,0.05253812165129332
5,43,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.056728760480589724,-0.04923635111314304,0.19646857363606204,0.025115300269496862
5,43,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.05202781137640361,-0.08160659027076247,0.14821896645826152,-0.0074072046793079195
5,43,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.17824885845674596,0.030715204051581107
5,43,1,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.23650027812960583,-0.044477702320955353,0.11488416123013873,-0.013802673154214629
5,43,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.01782379972493031,-0.04057676313485064,0.12106910950769395,-0.010060515001854807
5,43,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.11085645239858949,-0.05181278220212798,0.10852874048653974,-0.021448799860317506
5,43,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.26478962106300147,0.07378454659167483
5,43,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.029954315813354615,-0.02378203441943775,0.23053766899958383,0.04996233728739673
5,43,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.06252222049233602,-0.04957885552387394,0.19226607938391804,0.024006735149215704
5,43,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.06417981036014647,-0.07992100152934709,0.14723894776454732,-0.00648767664744268
5,43,0,dynamic_evidence_3step_vs_online_static_3step,,,0.09467750778980488,0.04383540324964408
5,43,1,dynamic_evidence_3step_vs_online_static_3step,0.21512241450840175,0.022505391555863903,0.1252316983617167,0.06634079480550795
5,43,2,dynamic_evidence_3step_vs_online_static_3step,0.03890496075565941,-0.008659587978292402,0.0753994641283681,0.03517581527135167
5,43,3,dynamic_evidence_3step_vs_online_static_3step,-0.05882864102218588,-0.029793808068634492,0.039690225971721796,0.014041595181009586
5,43,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.008136745183549399,0.0007660607095503618
5,43,1,dynamic_evidence_3step_vs_pizza_repartition,0.00857645219215053,0.0018097236543462986,0.00957819059227158,0.0025757843638965867
5,43,2,dynamic_evidence_3step_vs_pizza_repartition,-0.005793460011746299,0.0003425044107309011,0.004202494252144001,0.0011085651202811606
5,43,3,dynamic_evidence_3step_vs_pizza_repartition,-0.012151998983742862,-0.0016855887414153892,0.0009800186937141964,-0.0009195280318652403
5,43,0,online_static_3step_vs_pizza_repartition,,,-0.08654076260625548,-0.043069342540093716
5,43,1,online_static_3step_vs_pizza_repartition,-0.20654596231625122,-0.020695667901517605,-0.11565350776944511,-0.06376501044161136
5,43,2,online_static_3step_vs_pizza_repartition,-0.04469842076740571,0.009002092389023303,-0.07119696987622409,-0.03406725015107051
5,43,3,online_static_3step_vs_pizza_repartition,0.04667664203844302,0.028108219327219103,-0.0387102072780076,-0.014961123212874827
5,44,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.23973136208076123,0.06174998696873311
5,44,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.1031025164057876,-0.02524452317690189,0.223198335394625,0.036410538389158156
5,44,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.24838902030078613,-0.046118586705834665,0.19542857799428617,0.015301703513213041
5,44,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.17972551467849346,-0.07687219349894503,0.14953999831518253,-0.015497287019611354
5,44,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.14942651170100152,0.02157002561417907
5,44,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.11149336911437113,-0.01992706788059559,0.141013306957669,0.0015480323309105281
5,44,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.24616722338701102,-0.027096282272225065,0.12271446492563745,-0.005855953407731532
5,44,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.10128865851512453,-0.05657501762131143,0.08134389391516313,-0.0353800724965319
5,44,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.26727194555266953,0.06689153762697335
5,44,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.05066162632663562,-0.02328425856938649,0.2339549913899449,0.043512353654913946
5,44,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.16992781625014752,-0.048530637074854166,0.19546340973884588,0.018031203802433775
5,44,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.1184106893586589,-0.08019441618286154,0.14922411292734264,-0.013677959045287702
5,44,0,dynamic_evidence_3step_vs_online_static_3step,,,0.09030485037975972,0.040179961354554046
5,44,1,dynamic_evidence_3step_vs_online_static_3step,-0.00839085270858353,-0.005317455296306301,0.08218502843695599,0.03486250605824763
5,44,2,dynamic_evidence_3step_vs_online_static_3step,0.0022217969137751092,-0.0190223044336096,0.07271411306864872,0.021157656920944574
5,44,3,dynamic_evidence_3step_vs_online_static_3step,0.07843685616336893,-0.0202971758776336,0.0681961044000194,0.01988278547692054
5,44,0,dynamic_evidence_3step_vs_pizza_repartition,,,-0.027540583471908298,-0.005141550658240242
5,44,1,dynamic_evidence_3step_vs_pizza_repartition,0.05244089007915198,-0.001960264607515399,-0.010756655995319914,-0.007101815265755787
5,44,2,dynamic_evidence_3step_vs_pizza_repartition,0.07846120405063861,0.0024120503690195014,-3.4831744559704614e-05,-0.0027295002892207343
5,44,3,dynamic_evidence_3step_vs_pizza_repartition,0.061314825319834565,0.0033222226839165064,0.00031588538783988707,-0.0018193279743236514
5,44,0,online_static_3step_vs_pizza_repartition,,,-0.11784543385166801,-0.04532151201279429
5,44,1,online_static_3step_vs_pizza_repartition,0.06083174278773551,0.0033571906887909023,-0.0929416844322759,-0.04196432132400342
5,44,2,online_static_3step_vs_pizza_repartition,0.0762394071368635,0.0214343548026291,-0.07274894481320843,-0.023887157210165308
5,44,3,online_static_3step_vs_pizza_repartition,-0.017122030843534364,0.023619398561550105,-0.06788021901217951,-0.021702113451244193
5,45,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.2722730219426249,0.0652786895365223
5,45,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.19529000212996195,-0.02106930114619543,0.25022404821816213,0.04400172092283949
5,45,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.09799918988028455,-0.04791080928588707,0.18881109528545167,0.017063384401865143
5,45,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.0028145269991626254,-0.07770061865009344,0.15608198978268734,-0.012776769575129479
5,45,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.20765637613580393,0.04946843179849587
5,45,1,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.19987082640805764,-0.059135057995971727,0.10568077420626765,-0.009874293664963289
5,45,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.020482522163516537,-0.054764894679177265,0.12742257403615917,-0.00560095872945165
5,45,3,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.029225544581452656,-0.07582025308371303,0.11210785702145742,-0.026706661746775533
5,45,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.271837190165291,0.06702669405620898
5,45,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.15559936795202944,-0.02217416839183553,0.23868396654922733,0.044644858196886024
5,45,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.13032676906829366,-0.048831993554680465,0.19758555574968198,0.01789020465275846
5,45,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.017747780058757767,-0.08037516408867593,0.15005974494915714,-0.013703310494025175
5,45,0,dynamic_evidence_3step_vs_online_static_3step,,,0.064616645806821,0.015810257738026436
5,45,1,dynamic_evidence_3step_vs_online_static_3step,0.3951608285380196,0.0380657568497763,0.14454327401189448,0.053876014587802785
5,45,2,dynamic_evidence_3step_vs_online_static_3step,0.07751666771676802,0.006854085393290195,0.061388521249292505,0.022664343131316794
5,45,3,dynamic_evidence_3step_vs_online_static_3step,0.03204007158061528,-0.0018803655663804097,0.0439741327612299,0.013929892171646056
5,45,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.0004358317773339171,-0.001748004519686668
5,45,1,dynamic_evidence_3step_vs_pizza_repartition,0.039690634177932504,0.001104867245640101,0.011540081668934776,-0.0006431372740465259
5,45,2,dynamic_evidence_3step_vs_pizza_repartition,-0.0323275791880091,0.0009211842687933958,-0.008774460464230305,-0.0008268202508933168
5,45,3,dynamic_evidence_3step_vs_pizza_repartition,0.020562307057920393,0.00267454543858249,0.006022244833530199,0.0009265409188956956
5,45,0,online_static_3step_vs_pizza_repartition,,,-0.06418081402948708,-0.017558262257713106
5,45,1,online_static_3step_vs_pizza_repartition,-0.3554701943600871,-0.036960889604136196,-0.1330031923429597,-0.05451915186184931
5,45,2,online_static_3step_vs_pizza_repartition,-0.10984424690477712,-0.005932901124496799,-0.07016298171352281,-0.02349116338221011
5,45,3,online_static_3step_vs_pizza_repartition,-0.011477764522694889,0.0045549110049629,-0.0379518879276997,-0.01300335125275036
5,46,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.25026146029944946,0.07710122463328592
5,46,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.11453267991219862,-0.011697626269361659,0.24301458106418425,0.06535962688754944
5,46,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.019543340919058516,-0.0382611200022146,0.2034772062159969,0.03876209391639799
5,46,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.1027936314854212,-0.07068376290038433,0.1488834126598565,0.006300932400765269
5,46,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.12174472600515746,0.02071057002871992
5,46,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.17726031123834152,-0.00018094371908255916,0.12707593605905196,0.020485654833262413
5,46,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.04477772372373834,-0.0201543135905761,0.10241172005404511,0.00047824572347045463
5,46,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.4999579236394661,-0.012625745854409929,0.1513287336112019,0.007968294842173661
5,46,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.27078706384868534,0.0878074865136862
5,46,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.02076250873995167,-0.02342984467049116,0.23651869312003046,0.06433367036682017
5,46,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.06986352586995848,-0.0501297117000216,0.195042102818882,0.03759976409899119
5,46,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.1496189462305676,-0.08143320905660403,0.1480293029399396,0.006257748124945795
5,46,0,dynamic_evidence_3step_vs_online_static_3step,,,0.128516734294292,0.05639065460456599
5,46,1,dynamic_evidence_3step_vs_online_static_3step,-0.0627276313261429,-0.0115166825502791,0.11593864500513229,0.04487397205428703
5,46,2,dynamic_evidence_3step_vs_online_static_3step,-0.025234382804679822,-0.0181068064116385,0.1010654861619518,0.03828384819292753
5,46,3,dynamic_evidence_3step_vs_online_static_3step,-0.6027515551248873,-0.05805801704597441,-0.002445320951345392,-0.0016673624414083922
5,46,0,dynamic_evidence_3step_vs_pizza_repartition,,,-0.020525603549235882,-0.010706261880400284
5,46,1,dynamic_evidence_3step_vs_pizza_repartition,0.09377017117224695,0.011732218401129502,0.006495887944153789,0.0010259565207292798
5,46,2,dynamic_evidence_3step_vs_pizza_repartition,0.08940686678901699,0.011868591697806997,0.008435103397114896,0.0011623298174067976
5,46,3,dynamic_evidence_3step_vs_pizza_repartition,0.046825314745146396,0.0107494461562197,0.0008541097199168957,4.3184275819473955e-05
5,46,0,online_static_3step_vs_pizza_repartition,,,-0.14904233784352788,-0.06709691648496628
5,46,1,online_static_3step_vs_pizza_repartition,0.15649780249838985,0.0232489009514086,-0.1094427570609785,-0.04384801553355775
5,46,2,online_static_3step_vs_pizza_repartition,0.11464124959369681,0.029975398109445498,-0.0926303827648369,-0.03712151837552073
5,46,3,online_static_3step_vs_pizza_repartition,0.6495768698700337,0.06880746320219411,0.003299430671262288,0.0017105467172278661
5,47,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.2648716165523517,0.056956203458250844
5,47,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.033974940100632955,-0.023477297190415754,0.23199450803042904,0.03337226438978116
5,47,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.0802073491038714,-0.048264700696754405,0.20030119114082542,0.008457395931990496
5,47,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.23755212130813652,-0.07625504832835575,0.1550253011702061,-0.020006290242982415
5,47,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.1398278756219302,-0.001118983493892936
5,47,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.058507454534366676,-0.005148077371465354,0.13658894583854464,-0.006373702743412266
5,47,2,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.22775443456457012,-0.036487308285053,0.08223389371516514,-0.037840398608451856
5,47,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.38296493779161356,-0.04247379345020935,0.10616633142737242,-0.04430022231697982
5,47,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.265383700712106,0.05673570585849661
5,47,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.03933504048446923,-0.023489759739214956,0.23093843624215035,0.03313930424122764
5,47,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.11844667081993909,-0.0500109376139813,0.18994970307428274,0.006490661415009337
5,47,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.2184088336641864,-0.07806628948537354,0.1499406862836256,-0.022038028999754572
5,47,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1250437409304215,0.058075186952143774
5,47,1,dynamic_evidence_3step_vs_online_static_3step,-0.09248239463499963,-0.0183292198189504,0.0954055621918844,0.03974596713319342
5,47,2,dynamic_evidence_3step_vs_online_static_3step,0.14754708546069872,-0.011777392411701407,0.11806729742566029,0.046297794540442354
5,47,3,dynamic_evidence_3step_vs_online_static_3step,-0.14541281648347704,-0.0337812548781464,0.048858969742833686,0.0242939320739974
5,47,0,dynamic_evidence_3step_vs_pizza_repartition,,,-0.0005120841597542891,0.00022049759975422865
5,47,1,dynamic_evidence_3step_vs_pizza_repartition,0.005360100383836275,1.2462548799201806e-05,0.001056071788278684,0.00023296014855351646
5,47,2,dynamic_evidence_3step_vs_pizza_repartition,0.0382393217160677,0.0017462369172268968,0.01035148806654268,0.0019667345169811596
5,47,3,dynamic_evidence_3step_vs_pizza_repartition,0.019143287643950124,0.0018112411570177928,0.005084614886580491,0.002031738756772154
5,47,0,online_static_3step_vs_pizza_repartition,,,-0.1255558250901758,-0.05785468935238955
5,47,1,online_static_3step_vs_pizza_repartition,0.0978424950188359,0.0183416823677496,-0.09434949040360571,-0.03951300698463991
5,47,2,online_static_3step_vs_pizza_repartition,-0.10930776374463103,0.013523629328928304,-0.1077158093591176,-0.04433106002346119
5,47,3,online_static_3step_vs_pizza_repartition,0.16455610412742716,0.03559249603516419,-0.043774354856253195,-0.022262193317225246
5,48,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.26161797545291327,0.07020094112337118
5,48,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.2987033211064066,-0.02064136626421726,0.23267558054232002,0.04932312334674516
5,48,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.17379369476254025,-0.047223345011362654,0.1930869734394235,0.022725332052505376
5,48,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.19792191503440631,-0.07261130105660511,0.15504294456566342,-0.002790875013283682
5,48,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.1949633684218026,0.04867096397283669
5,48,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.3059265351114051,-0.01923628310416036,0.17591736109912212,0.029198229356267556
5,48,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.07067102476827425,-0.05636647778320956,0.12300059074223542,-0.007947777869876113
5,48,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.14920422451242837,-0.07495329693130162,0.10606603377159443,-0.026662848038514812
5,48,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.26733560071285606,0.07481080070108782
5,48,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.2975003802563366,-0.02158155017576546,0.2373357061030859,0.05299279901291365
5,48,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.16723033354445205,-0.048836087212710454,0.1954136889959199,0.025722449428874233
5,48,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.16798269261374016,-0.07933079225102671,0.1499693831342978,-0.0049005066299887285
5,48,0,dynamic_evidence_3step_vs_online_static_3step,,,0.0666546070311107,0.02152997715053448
5,48,1,dynamic_evidence_3step_vs_online_static_3step,-0.007223214004998479,-0.0014050831600568997,0.056758219443197894,0.020124893990477604
5,48,2,dynamic_evidence_3step_vs_online_static_3step,0.103122669994266,0.009143132771846904,0.07008638269718809,0.03067310992238149
5,48,3,dynamic_evidence_3step_vs_online_static_3step,0.04871769052197794,0.002341995874696509,0.048976910794069003,0.02387197302523113
5,48,0,dynamic_evidence_3step_vs_pizza_repartition,,,-0.0057176252599427935,-0.004609859577716652
5,48,1,dynamic_evidence_3step_vs_pizza_repartition,0.00120294085007,0.0009401839115481987,-0.004660125560765893,-0.00366967566616849
5,48,2,dynamic_evidence_3step_vs_pizza_repartition,0.006563361218088204,0.0016127422013477999,-0.0023267155564964115,-0.002997117376368855
5,48,3,dynamic_evidence_3step_vs_pizza_repartition,0.029939222420666156,0.006719491194421598,0.005073561431365614,0.0021096316167050462
5,48,0,online_static_3step_vs_pizza_repartition,,,-0.0723722322910535,-0.026139836728251133
5,48,1,online_static_3step_vs_pizza_repartition,0.00842615485506848,0.0023452670716050984,-0.06141834500396379,-0.023794569656646093
5,48,2,online_static_3step_vs_pizza_repartition,-0.0965593087761778,-0.007530390570499104,-0.0724130982536845,-0.03367022729875035
5,48,3,online_static_3step_vs_pizza_repartition,-0.018778468101311785,0.004377495319725089,-0.04390334936270339,-0.021762341408526086
5,49,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.23627968730387153,0.07024276262592041
5,49,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.18080191940546508,-0.011557725846832045,0.233716239181193,0.05845357365144389
5,49,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.0777505416599199,-0.0409769961112427,0.18744113418642255,0.028975550748385266
5,49,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.01607100742964418,-0.06789352561751823,0.14905412851150104,0.001953232779009411
5,49,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.18624211476832406,0.041175053635729965
5,49,1,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.17745072235233628,-0.028563595915922946,0.1116437421468573,0.012379994592162604
5,49,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.031581404047142714,-0.027085489534181398,0.13860394785726865,0.013799348335256215
5,49,3,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.06921410390186544,-0.062460559535027424,0.10010624185669727,-0.021681510128690185
5,49,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.26253300839357246,0.07879405511310715
5,49,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.07839775307739782,-0.021323450058822045,0.23055835331881722,0.057239141926640695
5,49,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.012846744554464329,-0.048032137480786,0.18988255622496436,0.030471701866028735
5,49,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.06123179819209612,-0.07850641329958752,0.14387367574648555,-0.00010836241587304239
5,49,0,dynamic_evidence_3step_vs_online_static_3step,,,0.05003757253554747,0.029067708990190445
5,49,1,dynamic_evidence_3step_vs_online_static_3step,0.35825264175780136,0.0170058700690909,0.1220724970343357,0.046073579059281285
5,49,2,dynamic_evidence_3step_vs_online_static_3step,0.04616913761277719,-0.0138915065770613,0.0488371863291539,0.015176202413129052
5,49,3,dynamic_evidence_3step_vs_online_static_3step,0.08528511133150962,-0.005432966082490803,0.04894788665480379,0.023634742907699596
5,49,0,dynamic_evidence_3step_vs_pizza_repartition,,,-0.02625332108970091,-0.008551292487186737
5,49,1,dynamic_evidence_3step_vs_pizza_repartition,0.10240416632806726,0.00976572421199,0.003157885862375781,0.0012144317248031975
5,49,2,dynamic_evidence_3step_vs_pizza_repartition,0.06490379710545557,0.0070551413695433,-0.0024414220385418073,-0.0014961511176434705
5,49,3,dynamic_evidence_3step_vs_pizza_repartition,0.0773028056217403,0.010612887682069291,0.0051804527650154975,0.0020615951948824533
5,49,0,online_static_3step_vs_pizza_repartition,,,-0.07629089362524838,-0.03761900147737718
5,49,1,online_static_3step_vs_pizza_repartition,-0.2558484754297341,-0.007240145857100901,-0.11891461117195992,-0.044859147334478086
5,49,2,online_static_3step_vs_pizza_repartition,0.018734659492678385,0.0209466479466046,-0.05127860836769571,-0.01667235353077252
5,49,3,online_static_3step_vs_pizza_repartition,-0.007982305709769322,0.016045853764560095,-0.04376743388978829,-0.021573147712817143
