dataset,planning_seed,k,comparator,dRetention_Pdet,dDegradation_NRMST,dPdet,dRMST_rel
5,50,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.25358123986430026,0.06003330630343423
5,50,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.042132182352357495,-0.020619654345746155,0.23126630003877624,0.03937988086901566
5,50,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.07193835615966337,-0.047973928668622934,0.18863314839328224,0.011907371149986579
5,50,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.07301536190425861,-0.07688931339730942,0.14791103842040873,-0.01716666309629151
5,50,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.0984952035534327,-0.016057163818434285
5,50,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.4442750139798737,0.017145121174377845,0.14336867738941553,0.0010541862672711875
5,50,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.17839880510477057,-0.00297136439372493,0.10044819384433594,-0.019180534696984074
5,50,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.39146082846367436,-0.015018364054749624,0.10833291266788875,-0.031386183875600306
5,50,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.26857328733362695,0.06521932391767656
5,50,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.08333255944333662,-0.023902216153530054,0.23340044242802063,0.04128333667547406
5,50,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.09647337278614798,-0.050316390810739534,0.19294794650385144,0.014750926622112156
5,50,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.10745990929285731,-0.08092764978553822,0.14703647376928575,-0.016018981870277987
5,50,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1550860363108676,0.07609047012186851
5,50,1,dynamic_evidence_3step_vs_online_static_3step,-0.4864071963322312,-0.037764775520124,0.08789762264936071,0.038325694601744474
5,50,2,dynamic_evidence_3step_vs_online_static_3step,-0.25033716126443395,-0.045002564274898,0.08818495454894629,0.031087905846970652
5,50,3,dynamic_evidence_3step_vs_online_static_3step,-0.464476190367933,-0.061870949342559795,0.039578125752519996,0.014219520779308789
5,50,0,dynamic_evidence_3step_vs_pizza_repartition,,,-0.014992047469326697,-0.005186017614242329
5,50,1,dynamic_evidence_3step_vs_pizza_repartition,0.04120037709097912,0.0032825618077838986,-0.0021341423892443923,-0.0019034558064584008
5,50,2,dynamic_evidence_3step_vs_pizza_repartition,0.024535016626484607,0.0023424621421165998,-0.004314798110569201,-0.0028435554721255776
5,50,3,dynamic_evidence_3step_vs_pizza_repartition,0.0344445473885987,0.0040383363882288,0.0008745646511229832,-0.0011476812260135256
5,50,0,online_static_3step_vs_pizza_repartition,,,-0.1700780837801943,-0.08127648773611085
5,50,1,online_static_3step_vs_pizza_repartition,0.5276075734232103,0.0410473373279079,-0.0900317650386051,-0.04022915040820287
5,50,2,online_static_3step_vs_pizza_repartition,0.27487217789091856,0.0473450264170146,-0.09249975265951549,-0.03393146131909623
5,50,3,online_static_3step_vs_pizza_repartition,0.4989207377565317,0.0659092857307886,-0.03870356110139701,-0.015367202005322315
5,51,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.275180123160998,0.07449302743059139
5,51,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.05886086936616697,-0.021432530832443997,0.23068376284769937,0.053033599823430345
5,51,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.1483155565339851,-0.04610674805148619,0.20333706251937925,0.028172889090015345
5,51,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.1463998058956345,-0.0809283762361439,0.14669316297942006,-0.006816707958883235
5,51,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.11051179640244078,0.006236397711356024
5,51,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.5902816886621924,0.024098458603212605,0.17123724343264518,0.030307959539851638
5,51,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.14520090185198575,-0.027358789919956494,0.08227208932273583,-0.0213357824976903
5,51,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.3787263088365447,-0.0337990201232917,0.08815999404460217,-0.027943981565266486
5,51,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.26967633165191807,0.07643621983041676
5,51,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.026815481802893504,-0.023843573713533496,0.23505659360990538,0.05256574934216618
5,51,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.13798580440215846,-0.049238894994105296,0.19640224701544393,0.026983934547221613
5,51,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.17167373559142918,-0.0792988574903926,0.15088998244981586,-0.0032439968133067265
5,51,0,dynamic_evidence_3step_vs_online_static_3step,,,0.16466832675855722,0.06825662971923536
5,51,1,dynamic_evidence_3step_vs_online_static_3step,-0.6491425580283594,-0.0455309894356566,0.05944651941505419,0.022725640283578707
5,51,2,dynamic_evidence_3step_vs_online_static_3step,0.0031146546819993404,-0.0187479581315297,0.12106497319664342,0.049508671587705645
5,51,3,dynamic_evidence_3step_vs_online_static_3step,-0.23232650294091017,-0.047129356112852204,0.0585331689348179,0.02112727360638325
5,51,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.005503791509079925,-0.0019431923998253784
5,51,1,dynamic_evidence_3step_vs_pizza_repartition,-0.032045387563273464,0.0024110428810894986,-0.004372830762206015,0.00046785048126416786
5,51,2,dynamic_evidence_3step_vs_pizza_repartition,0.01032975213182663,0.003132146942619103,0.006934815503935321,0.0011889545427937345
5,51,3,dynamic_evidence_3step_vs_pizza_repartition,-0.025273929695794672,-0.0016295187457513044,-0.004196819470395796,-0.003572711145576509
5,51,0,online_static_3step_vs_pizza_repartition,,,-0.1591645352494773,-0.07019982211906074
5,51,1,online_static_3step_vs_pizza_repartition,0.6170971704650859,0.0479420323167461,-0.0638193501772602,-0.022257789802314538
5,51,2,online_static_3step_vs_pizza_repartition,0.00721509744982729,0.021880105074148802,-0.1141301576927081,-0.04831971704491191
5,51,3,online_static_3step_vs_pizza_repartition,0.2070525732451155,0.0454998373671009,-0.0627299884052137,-0.02469998475195976
10,42,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.24996389024284935,0.060868899394675484
10,42,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.03783088997724682,-0.008833595098615,0.24018082562887544,0.052035304296060375
10,42,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.05551214271868732,-0.036265932504271264,0.23075303399567731,0.024547406083648807
10,42,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.08622072454609819,-0.05957654112198057,0.1803525747224662,0.0011973165136922876
10,42,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.10208218052597995,-0.017327608754776597
10,42,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.09730057130394276,0.0081333809371233,0.11285512433455555,-0.009194227817653191
10,42,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.11374220769946652,-0.005659992482172965,0.10096745191225201,-0.023043162043704848
10,42,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.14423867724473294,-0.010673059866753569,0.09872930762769654,-0.02809571038053262
10,42,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.19949966931053434,0.020143160675735308
10,42,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.09939358625625494,-0.0154855523136948,0.17881231708605486,0.00465760836204039
10,42,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.08843026350428829,-0.033467797161366365,0.15430445034986462,-0.013380197292386313
10,42,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.14451132504670217,-0.05696231864858517,0.1316592277206543,-0.03691419973185239
10,42,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1478817097168694,0.07819650814945207
10,42,1,dynamic_evidence_3step_vs_online_static_3step,-0.13513146128118958,-0.0169669760357383,0.1273257012943199,0.06122953211371356
10,42,2,dynamic_evidence_3step_vs_online_static_3step,-0.058230064980779206,-0.0306059400220983,0.1297855820834253,0.047590568127353655
10,42,3,dynamic_evidence_3step_vs_online_static_3step,-0.23045940179083113,-0.048903481255227,0.08162326709476969,0.029293026894224906
10,42,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.05046422093231501,0.040725738718940176
10,42,1,dynamic_evidence_3step_vs_pizza_repartition,0.06156269627900812,0.006651957215079801,0.06136850854282058,0.047377695934019984
10,42,2,dynamic_evidence_3step_vs_pizza_repartition,0.1439424062229756,-0.002798135342904899,0.0764485836458127,0.03792760337603512
10,42,3,dynamic_evidence_3step_vs_pizza_repartition,0.05829060050060397,-0.0026142224733953986,0.04869334700181191,0.03811151624554469
10,42,0,online_static_3step_vs_pizza_repartition,,,-0.09741748878455439,-0.037470769430511905
10,42,1,online_static_3step_vs_pizza_repartition,0.1966941575601977,0.0236189332508181,-0.0659571927514993,-0.01385183617969358
10,42,2,online_static_3step_vs_pizza_repartition,0.2021724712037548,0.0278078046791934,-0.05333699843761261,-0.009662964751318535
10,42,3,online_static_3step_vs_pizza_repartition,0.2887500022914351,0.0462892587818316,-0.03292992009295778,0.008818489351319778
10,43,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.3036630653700647,0.09758361650976775
10,43,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.1371793642529714,-0.037330737093299725,0.2225098127690155,0.06019604511044137
10,43,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.15803042504766773,-0.053500199565584515,0.21596263533054627,0.04402655470203388
10,43,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.2799386985044891,-0.08383178637804005,0.18211327000044156,0.013526641875933538
10,43,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.11378628521611858,0.009057686210748143
10,43,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.09493334966500455,-0.004042708704778227,0.1113006324463475,0.004958143199943246
10,43,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.11490810531454554,-0.004783086034556418,0.11377990043440007,0.004217737934042294
10,43,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.6174653977114319,-0.013709563536443054,0.11194283601996197,-0.004877065581489189
10,43,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.19770664066848856,0.03469349316231044
10,43,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.026765559992584342,-0.014792359780158727,0.1784825514050698,0.019844299076125078
10,43,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.09625989299116877,-0.03313096958562332,0.15288826281922988,0.0015056613345377334
10,43,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.3561084679786363,-0.055375047979508256,0.13542472488507576,-0.02090674307299201
10,43,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1898767801539461,0.0885259302990196
10,43,1,dynamic_evidence_3step_vs_online_static_3step,-0.23211271391797594,-0.0332880283885215,0.111209180322668,0.05523790191049812
10,43,2,dynamic_evidence_3step_vs_online_static_3step,-0.27293853036221327,-0.048717113531028096,0.1021827348961462,0.039808816767991584
10,43,3,dynamic_evidence_3step_vs_online_static_3step,-0.3375266992069429,-0.070122222841597,0.07017043398047959,0.018403707457422726
10,43,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.10595642470157612,0.0628901233474573
10,43,1,dynamic_evidence_3step_vs_pizza_repartition,-0.16394492424555573,-0.022538377313140998,0.04402726136394569,0.040351746034316294
10,43,2,dynamic_evidence_3step_vs_pizza_repartition,-0.06177053205649896,-0.020369229979961198,0.0630743725113164,0.04252089336749615
10,43,3,dynamic_evidence_3step_vs_pizza_repartition,-0.07616976947414722,-0.028456738398531793,0.0466885451153658,0.03443338494892555
10,43,0,online_static_3step_vs_pizza_repartition,,,-0.08392035545236999,-0.025635806951562302
10,43,1,online_static_3step_vs_pizza_repartition,0.06816778967242021,0.0107496510753805,-0.0671819189587223,-0.01488615587618183
10,43,2,online_static_3step_vs_pizza_repartition,0.2111679983057143,0.028347883551066898,-0.0391083623848298,0.002712076599504561
10,43,3,online_static_3step_vs_pizza_repartition,0.2613569297327957,0.0416654844430652,-0.023481888865113792,0.01602967749150282
10,44,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.3098329165500078,0.1022026260578942
10,44,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.071695767909295,-0.02604948105003141,0.26759802103638614,0.0761405607385731
10,44,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.4982531776275648,-0.05528225342114831,0.22889004956875542,0.046637431397256804
10,44,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.4001426793419982,-0.09047465168888089,0.18355776871425428,0.011424765214481535
10,44,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.1150565959845663,0.003793091373100794
10,44,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.04148993504931642,-0.00273615166993081,0.11278984443917864,0.0010443554338803076
10,44,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.7405970423871953,-0.0037271775695342036,0.11609887442028233,-0.0002170274359225142
10,44,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.8127430720532387,-0.006849004259178481,0.11948260761969198,-0.00335912204060958
10,44,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.2023772374388277,0.03229172391127589
10,44,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.03539748519817698,-0.01525274175780631,0.18220232185647714,0.017026397884179922
10,44,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.5457875262567037,-0.031093960510450706,0.16040262362934862,0.0009148221613359967
10,44,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.4815712012425738,-0.05474280875810928,0.1376510434502927,-0.02275429400136519
10,44,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1947763205654415,0.0984095346847934
10,44,1,dynamic_evidence_3step_vs_online_static_3step,-0.11318570295861141,-0.023313329380100598,0.1548081765972075,0.0750962053046928
10,44,2,dynamic_evidence_3step_vs_online_static_3step,-0.24234386475963043,-0.051555075851614104,0.11279117514847309,0.04685445883317932
10,44,3,dynamic_evidence_3step_vs_online_static_3step,-0.4126003927112405,-0.08362564742970241,0.0640751610945623,0.014783887255091114
10,44,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.10745567911118009,0.06991090214661831
10,44,1,dynamic_evidence_3step_vs_pizza_repartition,-0.03629828271111801,-0.0107967392922251,0.085395699179909,0.05911416285439318
10,44,2,dynamic_evidence_3step_vs_pizza_repartition,-0.047534348629138856,-0.0241882929106976,0.06848742593940679,0.04572260923592081
10,44,3,dynamic_evidence_3step_vs_pizza_repartition,-0.08142852190057559,-0.035731842930771605,0.045906725263961584,0.03417905921584673
10,44,0,online_static_3step_vs_pizza_repartition,,,-0.08732064145426141,-0.028498632538175094
10,44,1,online_static_3step_vs_pizza_repartition,0.0768874202474934,0.0125165900878755,-0.0694124774172985,-0.015982042450299615
10,44,2,online_static_3step_vs_pizza_repartition,0.19480951613049158,0.027366782940916504,-0.044303749209066295,-0.001131849597258511
10,44,3,online_static_3step_vs_pizza_repartition,0.3311718708106649,0.0478938044989308,-0.01816843583060071,0.01939517196075561
10,45,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.278061656801095,0.06261466706215207
10,45,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.11415943124849337,-0.020625031129631384,0.24324129497462926,0.041986975121881785
10,45,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.21085564037157478,-0.04171599655810014,0.23143690614031692,0.020429859087675275
10,45,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.33726763957096906,-0.07674312193452534,0.1816181543667634,-0.014742943150446707
10,45,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.10010253855690832,-0.029317224760128758
10,45,1,online_static_3step_vs_random_uniform_n8_uncoordinated,-0.029467539565357304,-0.0034832529083691855,0.09626931383702163,-0.032803138479137
10,45,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.4529298224889565,0.006645226094286458,0.11482036501174603,-0.02314081008221894
10,45,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.588438525656384,-0.01590198850853405,0.09953173750556789,-0.04583370154673632
10,45,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.1887791858091988,0.004574045384707048
10,45,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.09586488798041393,-0.015554874341999285,0.16823880710852274,-0.010983489767931214
10,45,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.17046713729275542,-0.030653741015275043,0.15002735463730024,-0.026548507046944687
10,45,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.3737856660815002,-0.05334455078733545,0.1329890107563765,-0.049384993680701865
10,45,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1779591182441867,0.09193189182228083
10,45,1,dynamic_evidence_3step_vs_online_static_3step,-0.08469189168313607,-0.0171417782212622,0.14697198113760762,0.0747901136010188
10,45,2,dynamic_evidence_3step_vs_online_static_3step,-0.24207418211738174,-0.0483612226523866,0.1166165411285709,0.043570669169894216
10,45,3,dynamic_evidence_3step_vs_online_static_3step,-0.25117088608541493,-0.06084113342599129,0.0820864168611955,0.031090758396289612
10,45,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.08928247099189618,0.058040621677445024
10,45,1,dynamic_evidence_3step_vs_pizza_repartition,-0.018294543268079444,-0.0050701567876320994,0.07500248786610653,0.052970464889813
10,45,2,dynamic_evidence_3step_vs_pizza_repartition,0.04038850307881936,-0.011062255542825097,0.08140955150301668,0.04697836613461996
10,45,3,dynamic_evidence_3step_vs_pizza_repartition,-0.036518026510531154,-0.023398571147189892,0.048629143610386893,0.03464205053025516
10,45,0,online_static_3step_vs_pizza_repartition,,,-0.0886766472522905,-0.033891270144835804
10,45,1,online_static_3step_vs_pizza_repartition,0.06639734841505662,0.012071621433630098,-0.0719694932715011,-0.02181964871120579
10,45,2,online_static_3step_vs_pizza_repartition,0.2824626851962011,0.0372989671095615,-0.035206989625554214,0.003407696964725744
10,45,3,online_static_3step_vs_pizza_repartition,0.21465285957488378,0.0374425622788014,-0.033457273250808606,0.003551292133965545
10,46,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.26575418915044113,0.05755497348096384
10,46,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.5332887782374607,-0.017689831663766545,0.2362857541032147,0.039791293702066854
10,46,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.47773915335280503,-0.037524459453226605,0.21858826004290552,0.01994787241690658
10,46,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.3829719031033409,-0.07043962349954884,0.18326975854476227,-0.01300220623019059
10,46,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.1132308783012166,-0.024357590757729596
10,46,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.6478450373979119,0.0008024242385185553,0.1163086531549143,-0.02362901463434143
10,46,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.8262110286755417,0.011274022172683999,0.13653339060150213,-0.013166210195876219
10,46,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.6634714001978359,-0.008630349198575136,0.11301408727010016,-0.033105496167910274
10,46,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.201896504350156,0.009711485591892513
10,46,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.5569699747398729,-0.015131214742221746,0.1852510657824246,-0.005493577265459762
10,46,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.4437530019773198,-0.0336352750242863,0.15971377459994401,-0.024006431043224478
10,46,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.36874843717258116,-0.05714023464654454,0.13685287807277316,-0.04754630526625768
10,46,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1525233108492245,0.08191256423869343
10,46,1,dynamic_evidence_3step_vs_online_static_3step,-0.11455625916045109,-0.0184922559022851,0.11997710094830041,0.06342030833640828
10,46,2,dynamic_evidence_3step_vs_online_static_3step,-0.3484718753227367,-0.048798481625910606,0.08205486944140339,0.0331140826127828
10,46,3,dynamic_evidence_3step_vs_online_static_3step,-0.28049949709449506,-0.0618092743009737,0.07025567127466209,0.020103289937719683
10,46,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.06385768480028511,0.04784348788907133
10,46,1,dynamic_evidence_3step_vs_pizza_repartition,-0.023681196502412072,-0.0025586169215447985,0.05103468832079011,0.04528487096752661
10,46,2,dynamic_evidence_3step_vs_pizza_repartition,0.03398615137548522,-0.003889184428940304,0.058874485442961505,0.04395430346013106
10,46,3,dynamic_evidence_3step_vs_pizza_repartition,0.014223465930759738,-0.013299388853004301,0.04641688047198911,0.03454409903606709
10,46,0,online_static_3step_vs_pizza_repartition,,,-0.08866562604893939,-0.034069076349622106
10,46,1,online_static_3step_vs_pizza_repartition,0.09087506265803902,0.0159336389807403,-0.0689424126275103,-0.018135437368881666
10,46,2,online_static_3step_vs_pizza_repartition,0.38245802669822193,0.0449092971969703,-0.023180383998441884,0.010840220847348259
10,46,3,online_static_3step_vs_pizza_repartition,0.2947229630252548,0.0485098854479694,-0.023838790802672982,0.014440809098347404
10,47,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.27597797280410785,0.05676593746427466
10,47,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,-0.05211061190210908,-0.020841275311955593,0.2471286297299617,0.035881532692822314
10,47,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.6200720812341993,-0.03606978157815039,0.2240780492691363,0.01978568132870337
10,47,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.5277372555440976,-0.06996299015365996,0.1834176003863857,-0.014135784125511208
10,47,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.09577261082978153,-0.03699342430934233
10,47,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.10680065701085417,0.005930260447869508,0.1030210816128937,-0.031106293320969442
10,47,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.8998198186425099,0.010674591874638407,0.1157414294299337,-0.02722930699212466
10,47,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.8829850162354356,-0.0039035114096856657,0.10911038444168226,-0.04183566715515386
10,47,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.19175178585029604,0.0031790168558469196
10,47,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,-0.05017496648633901,-0.015294109508222293,0.171849937343903,-0.012158222111872093
10,47,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.6224953703574994,-0.027332288844823596,0.159287895003146,-0.025063746546397585
10,47,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.5609758260529722,-0.05083826628112036,0.13698862830165756,-0.04859798086139939
10,47,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1802053619743263,0.09375936177361699
10,47,1,dynamic_evidence_3step_vs_online_static_3step,-0.15891126891296325,-0.0267715357598251,0.144107548117068,0.06698782601379176
10,47,2,dynamic_evidence_3step_vs_online_static_3step,-0.2797477374083106,-0.0467443734527888,0.10833661983920259,0.047014988320828024
10,47,3,dynamic_evidence_3step_vs_online_static_3step,-0.355247760691338,-0.0660594787439743,0.07430721594470341,0.027699883029642658
10,47,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.08422618695381179,0.05358692060842774
10,47,1,dynamic_evidence_3step_vs_pizza_repartition,-0.0019356454157700709,-0.0055471658037333,0.0752786923860587,0.048039754804694405
10,47,2,dynamic_evidence_3step_vs_pizza_repartition,-0.002423289123300032,-0.008737492733326795,0.0647901542659903,0.044849427875100954
10,47,3,dynamic_evidence_3step_vs_pizza_repartition,-0.03323857050887469,-0.0191247238725396,0.046428972084728126,0.03446219673588818
10,47,0,online_static_3step_vs_pizza_repartition,,,-0.0959791750205145,-0.040172441165189254
10,47,1,online_static_3step_vs_pizza_repartition,0.15697562349719318,0.0212243699560918,-0.06882885573100932,-0.01894807120909735
10,47,2,online_static_3step_vs_pizza_repartition,0.27732444828501057,0.038006880719462004,-0.04354646557321229,-0.002165560445727071
10,47,3,online_static_3step_vs_pizza_repartition,0.3220091901824633,0.0469347548714347,-0.027878243859975282,0.006762313706245521
10,48,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.24939124786876485,0.07373884507711805
10,48,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.18906107935656247,-0.00027413770202829935,0.26990115839453277,0.07344074377907185
10,48,2,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.28201450838974473,-0.03521085938029456,0.21469909074003363,0.03840099726084764
10,48,3,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.5565495314913527,-0.06145561229411521,0.18624335555124666,0.012025314158922534
10,48,0,online_static_3step_vs_random_uniform_n8_uncoordinated,,,0.13907532839737935,0.020832860244767805
10,48,1,online_static_3step_vs_random_uniform_n8_uncoordinated,0.13824870341003848,-0.0038487358295483994,0.1436099200110759,0.016960160819201563
10,48,2,online_static_3step_vs_random_uniform_n8_uncoordinated,0.3616425478952201,-0.02458004547118286,0.13182331183901402,-0.003874173662390869
10,48,3,online_static_3step_vs_random_uniform_n8_uncoordinated,0.5509223317707641,-0.03789996105868641,0.10427840656812036,-0.01732501943799885
10,48,0,pizza_repartition_vs_random_uniform_n8_uncoordinated,,,0.20310102532193625,0.03334312356039061
10,48,1,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.010737517382096717,-0.0152154498454855,0.18287142764302688,0.0181037101188872
10,48,2,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.20417560724233674,-0.03253976913433606,0.15891177363846204,0.0006763659900786496
10,48,3,pizza_repartition_vs_random_uniform_n8_uncoordinated,0.4871230349364577,-0.05504394931381461,0.13774268678932075,-0.021958744377504273
10,48,0,dynamic_evidence_3step_vs_online_static_3step,,,0.1103159194713855,0.05290598483235024
10,48,1,dynamic_evidence_3step_vs_online_static_3step,0.05081237594652399,0.0035745981275201,0.12629123838345688,0.05648058295987028
10,48,2,dynamic_evidence_3step_vs_online_static_3step,-0.07962803950547537,-0.010630813909111698,0.0828757789010196,0.04227517092323851
10,48,3,dynamic_evidence_3step_vs_online_static_3step,0.0056271997205885604,-0.0235556512354288,0.0819649489831263,0.029350333596921383
10,48,0,dynamic_evidence_3step_vs_pizza_repartition,,,0.0462902225468286,0.040395721516727434
10,48,1,dynamic_evidence_3step_vs_pizza_repartition,0.17832356197446575,0.014941312143457201,0.08702973075150588,0.055337033660184644
10,48,2,dynamic_evidence_3step_vs_pizza_repartition,0.07783890114740799,-0.0026710902459584976,0.05578731710157159,0.03772463127076899
10,48,3,dynamic_evidence_3step_vs_pizza_repartition,0.06942649655489497,-0.006411662980300603,0.04850066876192591,0.03398405853642681
10,48,0,online_static_3step_vs_pizza_repartition,,,-0.0640256969245569,-0.012510263315622805
10,48,1,online_static_3step_vs_pizza_repartition,0.12751118602794176,0.0113667140159371,-0.03926150763195099,-0.001143549299685636
10,48,2,online_static_3step_vs_pizza_repartition,0.15746694065288336,0.007959723663153201,-0.027088461799448016,-0.004550539652469519
10,48,3,online_static_3step_vs_pizza_repartition,0.06379929683430641,0.017143988255128195,-0.03346428022120039,0.004633724939505425
10,49,0,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,,,0.2805897061789466,0.0780785822459005
10,49,1,dynamic_evidence_3step_vs_random_uniform_n8_uncoordinated,0.45013104068985615,-0.027737894547493848,0.2301278650375826,0.04982222865536931
