dataset,planning_seed,planning_mode,policy_seed,rng_scheme,P_detect,RMST,L,unique_cells_observed,total_exposure_events,revisit_fraction,mean_exposures_per_observed_cell,max_exposures_per_cell,number_of_steps,distance_travelled,wall_time,planner_wall_time,number_of_replans,duplicate_targets,fraction_cycles_with_duplicate_targets,random_invalid_actions,random_hold_events,random_number_of_target_conflicts,random_reservation_blocked,termination_reason,T,H,T_common,H_common,actual_distance_total,initial_positions,initial_positions_hash,trajectory_hash,active_uav_streams_derived,nominal_uav_streams_derived,uav_ids_active,w,tau,lookahead_N,belief_model,environment_belief_model,environment_tau,sensor_p_d,victim_seed,sensor_seed,distribution_seed,failure_seed,simulation_victim_model,evaluation_victim_model,victim_sampling_model,evaluation_num_victims,simulation_num_victims,domain_hash,environment_type,environment_climate,k,NRMST,budget_total,budget_utilization,budget_error,active_fleet,failed_drone_ids,survivor_ids,survivor_positions,max_step_distance,retention_Pdet,retention_invalid_reason,degradation_NRMST,environment_seed_origin,implementation_version,git_commit,source_hash,experiment_id,config_hash,fix_profile,behavior_profile,p_d,num_drones,budget,size,fov_deg,altitude,drone_speed,victim_speed,dt,condition_key,condition_key_hash
1,42,random_uniform_n8_uncoordinated,697467652,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.013874890073689972,7924.621614243228,0.01390488590935585,342,152162,0.9977523954732456,444.91812865497076,1929,8000,200000.0,645.6292713000439,0.0,8000,279,0.034375,0,0,0,0,budget_exhausted,8000,8001,8000,8001,200000.0,"[[520675.01713351544,5662852.115568982],[520705.01713351544,5662852.115568982],[520735.01713351544,5662972.297663065],[520675.01713351544,5662822.070045462],[520705.01713351544,5662972.297663065]]",30c155ffbc9a6fbd3effb7d8ee5b520261c472508e4a88bedcd430719d2c0104,382fcb0e76876c8d2881fe09aa0c9dbc096baa1b3017d366a8f580cd81b83300,"{""0"":3296938675,""1"":806941781,""2"":3897477785,""3"":1794246394,""4"":3794413664}","{""0"":3296938675,""1"":806941781,""2"":3897477785,""3"":1794246394,""4"":3794413664}","[0,1,2,3,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2135276945,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,0,0.990453895043523,200000.0,1.0,0.0,5,[],"[0,1,2,3,4]","[[520669.9511760232,5662846.707767202],[520712.6785931303,5662847.395729886],[520741.99673526455,5662967.3026087405],[520666.2176493371,5662823.763432814],[520706.5342354978,5662960.580354788]]",5.000000000464245,1.0,none,0.0,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
1,42,random_uniform_n8_uncoordinated,697467652,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.013772492008537009,7927.093409266983,0.01380040649574745,340,121712,0.9972065203102406,357.9764705882353,1928,8000,160000.0,543.5594786182046,0.0,8000,61,0.0075,0,0,0,0,budget_exhausted,8000,8001,8000,8001,160000.0,"[[520675.01713351544,5662852.115568982],[520735.01713351544,5662972.297663065],[520675.01713351544,5662822.070045462],[520705.01713351544,5662972.297663065]]",4729e895afd8d3e655477039196aa316ac97fc91ab0331671bf934245615d5e3,31d2b2b84fdbdc212ba02e18247ef5bafca7135a63fc710d9ea054ba3c2157b7,"{""0"":3296938675,""2"":3897477785,""3"":1794246394,""4"":3794413664}","{""0"":3296938675,""1"":806941781,""2"":3897477785,""3"":1794246394,""4"":3794413664}","[0,2,3,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2135276945,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,1,0.9907628308045223,160000.0,1.0,0.0,4,[1],"[0,2,3,4]","[[520669.9511760232,5662846.707767202],[520741.99673526455,5662967.3026087405],[520666.2176493371,5662823.763432814],[520706.5342354978,5662960.580354788]]",5.000000000462916,0.992619900798556,none,0.0003089357609993293,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
1,42,random_uniform_n8_uncoordinated,697467652,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.011904166377326608,7945.374848777903,0.011944546031940975,302,91275,0.9966913174472747,302.23509933774835,1449,8000,120000.0,425.46805788204074,0.0,8000,30,0.00375,0,0,0,0,budget_exhausted,8000,8001,8000,8001,120000.0,"[[520675.01713351544,5662852.115568982],[520735.01713351544,5662972.297663065],[520675.01713351544,5662822.070045462]]",8845a21646fb26d134fabcbdad0ac049aa0e0b2fbe97d94a05662ab92f5a2123,d5c1e42ac49d90e903b9f8784b452fd6442f119a4d0dd36f2f0791d118c16742,"{""0"":3296938675,""2"":3897477785,""3"":1794246394}","{""0"":3296938675,""1"":806941781,""2"":3897477785,""3"":1794246394,""4"":3794413664}","[0,2,3]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2135276945,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,2,0.9930477251315964,120000.0,1.0,0.0,3,"[1,4]","[0,2,3]","[[520669.9511760232,5662846.707767202],[520741.99673526455,5662967.3026087405],[520666.2176493371,5662823.763432814]]",5.000000000462916,0.8579647344305584,none,0.0025938300880734566,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
1,42,random_uniform_n8_uncoordinated,697467652,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.008684086436642327,7960.770218224303,0.008700495448167629,229,60876,0.9962382548130626,265.8340611353712,1449,8000,80000.0,315.7811494991183,0.0,8000,30,0.00375,0,0,0,0,budget_exhausted,8000,8001,8000,8001,80000.0,"[[520675.01713351544,5662852.115568982],[520675.01713351544,5662822.070045462]]",761812013f00c322eba2fd9b940d1e8ef23ddd29a4f2acdb7e450ef449e63d28,0f61d5c9579531babd8b12398edabdf534c1a3bf6100c0626059d150cd088b74,"{""0"":3296938675,""3"":1794246394}","{""0"":3296938675,""1"":806941781,""2"":3897477785,""3"":1794246394,""4"":3794413664}","[0,3]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2135276945,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,3,0.9949719057898141,80000.0,1.0,0.0,2,"[1,4,2]","[0,3]","[[520669.9511760232,5662846.707767202],[520666.2176493371,5662823.763432814]]",5.000000000462539,0.6258850621893849,none,0.004518010746291101,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
1,45,random_uniform_n8_uncoordinated,2675218570,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.023329945693960814,7897.2903596392225,0.02335869534952052,582,152285,0.9961782184719441,261.65807560137455,1564,8000,200000.0,643.813577581197,0.0,8000,223,0.027375,0,0,0,0,budget_exhausted,8000,8001,8000,8001,200000.0,"[[520585.01713351544,5662882.161092503],[520675.01713351544,5662822.070045462],[520585.01713351544,5662912.206616024],[520675.01713351544,5662852.115568982],[520585.01713351544,5662942.252139544]]",1b4c81a4155d247c0780659c994bcaad89ba7496050ee134f1a379251ebddddb,464f1ce18f8513292c4c47d30664c9c666905f354b72671c428df2f5b2548408,"{""0"":896545324,""1"":4090603598,""2"":998710996,""3"":1426275488,""4"":550551251}","{""0"":896545324,""1"":4090603598,""2"":998710996,""3"":1426275488,""4"":550551251}","[0,1,2,3,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,1638234634,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,0,0.9870379152155009,200000.0,1.0,0.0,5,[],"[0,1,2,3,4]","[[520594.86011050467,5662879.965744384],[520667.7347539138,5662822.443784041],[520571.91917911393,5662906.536769972],[520682.0505419891,5662838.300736998],[520591.23509777116,5662956.723982938]]",5.000000000464554,1.0,none,0.0,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
1,45,random_uniform_n8_uncoordinated,2675218570,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.02254738106345723,7905.749415046286,0.022576523750228634,566,121790,0.9953526562115116,215.17667844522967,1341,8000,160000.0,545.8047453663312,0.0,8000,105,0.013125,0,0,0,0,budget_exhausted,8000,8001,8000,8001,160000.0,"[[520675.01713351544,5662822.070045462],[520585.01713351544,5662912.206616024],[520675.01713351544,5662852.115568982],[520585.01713351544,5662942.252139544]]",ba68278294976cca4f68aaba6db97bf7bc0017954c0e37db028996bad2d510f1,dd8178536d710a94c3b8091e37f8e0d2123194045c9c09a6c70e4644d87c1683,"{""1"":4090603598,""2"":998710996,""3"":1426275488,""4"":550551251}","{""0"":896545324,""1"":4090603598,""2"":998710996,""3"":1426275488,""4"":550551251}","[1,2,3,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,1638234634,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,1,0.9880951649851626,160000.0,1.0,0.0,4,[0],"[1,2,3,4]","[[520667.7347539138,5662822.443784041],[520571.91917911393,5662906.536769972],[520682.0505419891,5662838.300736998],[520591.23509777116,5662956.723982938]]",5.000000000464554,0.9664566458589675,none,0.0010572497696617056,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
1,45,random_uniform_n8_uncoordinated,2675218570,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.016473492470790253,7933.730831121662,0.016504618715534103,412,91317,0.9954882442480589,221.64320388349515,1341,8000,120000.0,423.9537998633459,0.0,8000,84,0.0105,0,0,0,0,budget_exhausted,8000,8001,8000,8001,120000.0,"[[520585.01713351544,5662912.206616024],[520675.01713351544,5662852.115568982],[520585.01713351544,5662942.252139544]]",811150c7f6d10485906e3043bce386b4b9aebf50fb9feffee1d5c25afd75c9ac,a9a49ecdef9f6baec6f8f734e69bae8e84f611a4ae1b8ff7dd0cb1d647d9588d,"{""2"":998710996,""3"":1426275488,""4"":550551251}","{""0"":896545324,""1"":4090603598,""2"":998710996,""3"":1426275488,""4"":550551251}","[2,3,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,1638234634,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,2,0.9915924048396028,120000.0,1.0,0.0,3,"[0,1]","[2,3,4]","[[520571.91917911393,5662906.536769972],[520682.0505419891,5662838.300736998],[520591.23509777116,5662956.723982938]]",5.000000000464554,0.7061093363391145,none,0.004554489624101876,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
1,45,random_uniform_n8_uncoordinated,2675218570,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.01165261804214319,7957.998653882045,0.011725213950582371,312,60836,0.9948714576895259,194.98717948717947,1341,8000,80000.0,316.71890768874437,0.0,8000,27,0.003375,0,0,0,0,budget_exhausted,8000,8001,8000,8001,80000.0,"[[520585.01713351544,5662912.206616024],[520585.01713351544,5662942.252139544]]",1a2769378fa6ab9d0f3525bbc897180981b85f4772f3e7b7ea14e61612b8be1f,4d0c1e2b1369245fbe2c2f33491d308671ba4a6141e26d8ad8d18a5af7c64aa1,"{""2"":998710996,""4"":550551251}","{""0"":896545324,""1"":4090603598,""2"":998710996,""3"":1426275488,""4"":550551251}","[2,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,1638234634,none,stationary,matched_prior_exact,1,0,195114f1cc7e2281aceadba7f32b42335b9f813accc1177d689a729aef6cfcb4,flat,temperate,3,0.9946255035473122,80000.0,1.0,0.0,2,"[0,1,3]","[2,4]","[[520571.91917911393,5662906.536769972],[520591.23509777116,5662956.723982938]]",5.000000000463663,0.49947043147895476,none,0.007587588331811279,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
5,42,random_uniform_n8_uncoordinated,1495355770,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.017771926958459923,7919.959508710185,0.017801307179267464,548,152036,0.9963955905180352,277.4379562043796,1577,8000,200000.0,635.884124847129,0.0,8000,148,0.018375,0,0,0,0,budget_exhausted,8000,8001,8000,8001,200000.0,"[[488944.06180331705,5514303.110834124],[489004.152850358,5514303.110834124],[489034.1983738785,5514423.110834124],[488944.06180331705,5514303.110834124],[489004.152850358,5514423.110834124]]",641b62252d091ddc0527b4329f6d01215628a08d4a585e52c94b97bf947caef3,6b1a868696fe8f7f16359469495d1bf5933cb91179a382b8ab761af32ce88f3e,"{""0"":977993409,""1"":3668592917,""2"":2302713995,""3"":4259868323,""4"":458054105}","{""0"":977993409,""1"":3668592917,""2"":2302713995,""3"":4259868323,""4"":458054105}","[0,1,2,3,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2003303993,none,stationary,matched_prior_exact,1,0,474685938998c00b5508839f91d28bb223c2e8154b33f9fb036b594e0be42afd,flat,temperate,0,0.9898712046881871,200000.0,1.0,0.0,5,[],"[0,1,2,3,4]","[[488953.99584582483,5514312.611985302],[488996.7232629319,5514313.299947986],[489026.04140506615,5514433.2068268405],[488950.2623191387,5514289.667650914],[488990.5789052994,5514426.484572888]]",5.0000000004656115,1.0,none,0.0,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
5,42,random_uniform_n8_uncoordinated,1495355770,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.01632600827017903,7933.7259471621755,0.01634627783273273,509,121629,0.9958151427702275,238.9567779960707,1577,8000,160000.0,520.7894781609066,0.0,8000,94,0.01175,0,0,0,0,budget_exhausted,8000,8001,8000,8001,160000.0,"[[488944.06180331705,5514303.110834124],[489004.152850358,5514303.110834124],[489034.1983738785,5514423.110834124],[489004.152850358,5514423.110834124]]",ace5d591a3b33e5f175d29bc454335c3af35c5e03ca1d4dcccd0581102d3f1db,16dad0925aa545573d2d4721ac0fff09a9e46d0baf3c5a694fc18bf8c169f37a,"{""0"":977993409,""1"":3668592917,""2"":2302713995,""4"":458054105}","{""0"":977993409,""1"":3668592917,""2"":2302713995,""3"":4259868323,""4"":458054105}","[0,1,2,4]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2003303993,none,stationary,matched_prior_exact,1,0,474685938998c00b5508839f91d28bb223c2e8154b33f9fb036b594e0be42afd,flat,temperate,1,0.9915917944209693,160000.0,1.0,0.0,4,[3],"[0,1,2,4]","[[488953.99584582483,5514312.611985302],[488996.7232629319,5514313.299947986],[489026.04140506615,5514433.2068268405],[488990.5789052994,5514426.484572888]]",5.0000000004656115,0.9186402976075368,none,0.0017205897327822184,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
5,42,random_uniform_n8_uncoordinated,1495355770,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.011571883437853286,7957.274640715831,0.011578725388237631,365,91241,0.9959996054405366,249.9753424657534,1577,8000,120000.0,421.9263635929674,0.0,8000,89,0.011125,0,0,0,0,budget_exhausted,8000,8001,8000,8001,120000.0,"[[488944.06180331705,5514303.110834124],[489004.152850358,5514303.110834124],[489034.1983738785,5514423.110834124]]",b7aa57eb9048b8a64625b5d088fda36bb1854e8f863874bbe3f1ab928d1658a8,60f533e12d07a122257ef482a1dda9d407ef6818a89c9a10438f7d56fe9c574d,"{""0"":977993409,""1"":3668592917,""2"":2302713995}","{""0"":977993409,""1"":3668592917,""2"":2302713995,""3"":4259868323,""4"":458054105}","[0,1,2]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2003303993,none,stationary,matched_prior_exact,1,0,474685938998c00b5508839f91d28bb223c2e8154b33f9fb036b594e0be42afd,flat,temperate,2,0.9945350132128273,120000.0,1.0,0.0,3,"[3,4]","[0,1,2]","[[488953.99584582483,5514312.611985302],[488996.7232629319,5514313.299947986],[489026.04140506615,5514433.2068268405]]",5.0000000004656115,0.6511327367539486,none,0.004663808524640212,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
5,42,random_uniform_n8_uncoordinated,1495355770,"policy_seed = SeedSequence([planning_seed, dataset_id, hash('c6-random-policy')]); per-UAV stream = SeedSequence([policy_seed, uav_id]) -> default_rng(derived_seed); one stream per persistent UAV identity; streams are never shared or consumed sequentially across UAVs",0.010550492613288852,7964.086143686668,0.010562077772584381,328,60750,0.9946008230452675,185.21341463414635,1333,8000,80000.0,304.85788935795426,0.0,8000,52,0.0065,0,0,0,0,budget_exhausted,8000,8001,8000,8001,80000.0,"[[488944.06180331705,5514303.110834124],[489004.152850358,5514303.110834124]]",02817105f509939182573ece6c41714c4571fca5b17db221ee39c395cb3fc197,2561f3c24b22dab8cd466d4a67af2069967ce2356dffd1f92a0a9308fbe7e59c,"{""0"":977993409,""1"":3668592917}","{""0"":977993409,""1"":3668592917,""2"":2302713995,""3"":4259868323,""4"":458054105}","[0,1]",not_applicable,not_applicable,not_applicable,not_applicable,evidence,10000.0,0.8,none,none,none,2003303993,none,stationary,matched_prior_exact,1,0,474685938998c00b5508839f91d28bb223c2e8154b33f9fb036b594e0be42afd,flat,temperate,3,0.99538634466775,80000.0,1.0,0.0,2,"[3,4,2]","[0,1]","[[488953.99584582483,5514312.611985302],[488996.7232629319,5514313.299947986]]",5.0000000004656115,0.5936605882946491,none,0.0055151399795628775,verbatim from frozen C4 row (C4 recorded none for victim/sensor/distribution; failure_seed real),revision_C_base@7c27a44,7c27a44,45e2af3666873b8389a0bd7936fd9b6029d41fa8169fa964adb24a85ca76dec6,c6-random_20260831_182014_803486_5cf558a2,5cf558a20d4e6c9ac5845bd72e390abc3dcd6217c904aa099c208da79cfb245f,revision_B_base,revision_B_base,0.8,5,200000.0,xlarge,45.0,80.0,5.0,0.5,1.0,"{""p_d"":0.8,""stage"":""c6-random"",""tau"":10000.0,""w"":0.5}",b7a677794b82ff1680841467faa35377b7d82f925e1dd78d94f0523c73551860
