dataset,planning_seed,control,method,dPdet,dRMST_rel,dL,H_common,exposure_multiplicity_control,exposure_multiplicity_method,revisit_fraction_control,revisit_fraction_method,replans_control,replans_method,planner_wall_time_control,planner_wall_time_method,initial_positions_hash,planning_seed_common,w
4,48,random_uniform_n8_uncoordinated,online_static_3step,0.2366059891632874,0.09613034725068798,0.2368219142274666,8527.0,,14.529633759327558,0.9972541368595996,0.9311751406426172,8000.0,3803.0,0.0,383.8719407506287,ba002e38c24f199a8f6e5434dbfdf2107bd0f19251c779322e86fa423167fc88,48,
4,49,random_uniform_n8_uncoordinated,online_static_3step,0.23758091632242537,0.0879252838951867,0.23773690093805283,8500.0,,13.839509202453987,0.9972100412257437,0.9277431023476842,8000.0,3914.0,0.0,394.922385631362,3f6d8ab46fee186a9e0d7bec1db491193cfeb0d4d2eb1323ebdeaf0dce514342,49,
4,50,random_uniform_n8_uncoordinated,online_static_3step,0.21146883424788426,0.07763455089672229,0.21156766090274565,8511.0,,16.36435758513932,0.9958372728227755,0.938891582220856,8000.0,3848.0,0.0,382.6785409364384,384ea614ac4baa72a0a943592629cbbca19f3e54d3ab80827b4269ac1938bcc5,50,
4,51,random_uniform_n8_uncoordinated,online_static_3step,0.19428802912015555,0.07485533868968484,0.1943833239533675,8488.0,,18.96884455900482,0.9963046346314152,0.9472819761430706,8000.0,3803.0,0.0,384.784544978058,19677be8e58aae74569733e531a5da24d6cf6522eb51938616c433c21a4bc20f,51,
5,42,random_uniform_n8_uncoordinated,online_static_3step,0.09632369157150256,-0.015226283521662503,0.09643071967065389,8951.0,,48.31594594594595,0.9963949265828115,0.9793028992722452,8000.0,4379.0,0.0,417.08337106416,63820a06c24988cd5b14cbccaf1cbb0f000c4927355b2b7a32db181cb86fa4f5,42,
5,43,random_uniform_n8_uncoordinated,online_static_3step,0.18490713940952908,0.07932603847145324,0.18510073919470887,8525.0,,20.11317143198947,0.9967202555440169,0.9502813366165852,8000.0,4362.0,0.0,425.6294547819998,15302fde53c7fee4048af64173d8a7965beeae9b802b541137bfbc6b42210ff6,43,
5,44,random_uniform_n8_uncoordinated,online_static_3step,0.14200566873015513,0.015831694411072888,0.14219998104354564,8861.0,,29.12135682529228,0.9971779036418169,0.9656609406629196,8000.0,4094.0,0.0,397.45195149839856,e6265b5a69412f436535d76f517c6ae7f5215604635f74720122e9b3df094cf3,44,
5,45,random_uniform_n8_uncoordinated,online_static_3step,0.1368028254703509,0.017886713530970155,0.13699872792212905,8824.0,,33.044456949915585,0.9980689655172413,0.9697377384196184,8000.0,4566.0,0.0,446.90728522255085,6a9590a55b7d3d64a1c0a95cfe759aa6fe59dfd2c1c23c28d656c95d4c988917,45,
5,46,random_uniform_n8_uncoordinated,online_static_3step,0.1858888262667476,0.07164878435033908,0.186166048743393,8595.0,,20.7059323061992,0.9977589968717963,0.9517046619677876,8000.0,4423.0,0.0,437.5969752408564,36d82214567af5aa5284a473cb0f40d353b96ec9aceecea67bf3d36f4990047c,46,
5,47,random_uniform_n8_uncoordinated,online_static_3step,0.10337012056864313,-0.011866768801224175,0.10344390034246023,8947.0,,42.71271510516252,0.996751329001772,0.9765877678921158,8000.0,4313.0,0.0,418.1552520880941,67f83638cfd623cd3b9779585e573e058ccacbe460f81f880259dd5c54027f56,47,
