dataset,planning_seed,victim_seed,sensor_seed,w,L_static3,L_dyn3,Pdet_static3,RMST_static3,Pdet_dyn3,RMST_dyn3,T_static,T_dynamic,T_common,horizon,revisit_weight,implementation_version,git_commit,experiment_id,config_hash,source_hash,belief_model,planning_mode,simulation_num_victims,evaluation_num_victims,victim_model,simulation_victim_model,victim_sampling_model,detection_probability,decay_tau,budget,size
7,45,25214903872,22562971641,1.0,0.004943994691836017,0.16331866914799018,0.0,8235.0,0.0,8235.0,8097,8234,8234,8235,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,46,25214903875,22562971642,0.0,0.18647104349520227,0.18647104349520227,0.99999999983616,1868.2500010435785,0.99999999983616,1868.2500010435785,8247,8247,8247,8248,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,46,25214903875,22562971642,0.5,0.09732404921106151,0.20329067186751007,0.0,8253.0,0.9999999991808,3820.250003619775,8117,8252,8252,8253,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,46,25214903875,22562971642,1.0,0.004832141948652559,0.1723524482650011,0.0,8262.0,0.99999999983616,3838.2500007219155,8098,8261,8261,8262,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,47,25214903874,22562971643,0.0,0.18807694110566323,0.18793888294983901,0.0,8250.0,0.0,8250.0,8248,8249,8249,8250,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,47,25214903874,22562971643,0.5,0.09680407238961947,0.1798511018438559,0.0,8267.0,0.0,8267.0,8152,8266,8266,8267,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,47,25214903874,22562971643,1.0,0.004970969176553893,0.17087480198557964,0.0,8268.0,0.0,8268.0,8098,8267,8267,8268,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,48,25214903901,22562971620,0.0,0.16557222439579983,0.16557222439579983,0.0,8242.0,0.0,8242.0,8241,8241,8241,8242,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,48,25214903901,22562971620,0.5,0.04255096617166943,0.1856665764877897,0.0,8272.0,0.0,8272.0,8083,8271,8271,8272,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,48,25214903901,22562971620,1.0,0.0035883442595683736,0.18886192505969696,0.0,8264.0,0.0,8264.0,8097,8263,8263,8264,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,49,25214903900,22562971621,0.0,0.19845776549222097,0.19845776549222097,0.0,8250.0,0.0,8250.0,8249,8249,8249,8250,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,49,25214903900,22562971621,0.5,0.07043413989833351,0.21310982823229202,0.0,8261.0,0.0,8261.0,8128,8260,8260,8261,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,49,25214903900,22562971621,1.0,0.003746489473439326,0.1979289850615316,0.0,8235.0,0.0,8235.0,8191,8234,8234,8235,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,50,25214903903,22562971622,0.0,0.17136344270791604,0.17136344270791604,0.0,8243.0,0.0,8243.0,8242,8242,8242,8243,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,50,25214903903,22562971622,0.5,0.08353056994169528,0.16603905077471934,0.0,8264.0,0.0,8264.0,8139,8263,8263,8264,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,50,25214903903,22562971622,1.0,0.005161983448131936,0.1669184633328921,0.0,8238.0,0.0,8238.0,8097,8237,8237,8238,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,51,25214903902,22562971623,0.0,0.1956041004699838,0.1956041004699838,0.0,8237.0,0.0,8237.0,8236,8236,8236,8237,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,51,25214903902,22562971623,0.5,0.06664308871963529,0.20264381273025472,0.9999872,1599.3353599994814,0.0,8275.0,8124,8274,8274,8275,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
7,51,25214903902,22562971623,1.0,0.004480620244846528,0.1945411053935354,0.0,8253.0,0.0,8253.0,8191,8252,8252,8253,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,42,25214903879,22562971646,0.0,0.23703452731138894,0.23703452731138894,0.0,8794.0,0.0,8794.0,8793,8793,8793,8794,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,42,25214903879,22562971646,0.5,0.12053670466528876,0.2821802535055239,0.0,9037.0,0.0,9037.0,9036,8772,9036,9037,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,42,25214903879,22562971646,1.0,0.0018438195836147574,0.30950711018310173,0.0,8770.0,0.0,8770.0,8475,8769,8769,8770,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,43,25214903878,22562971647,0.0,0.2525454775611262,0.2525454775611262,0.0,8786.0,0.0,8786.0,8785,8785,8785,8786,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,43,25214903878,22562971647,0.5,0.12259824451411054,0.24985652675709116,0.0,8741.0,0.0,8741.0,8667,8740,8740,8741,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,43,25214903878,22562971647,1.0,0.0038128818221831724,0.293268884727312,0.0,8961.0,0.0,8961.0,8960,8745,8960,8961,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,44,25214903873,22562971640,0.0,0.267491645112238,0.267491645112238,0.0,8795.0,0.0,8795.0,8794,8794,8794,8795,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,44,25214903873,22562971640,0.5,0.12679831316162474,0.29429717264798194,0.0,8934.0,0.0,8934.0,8933,8748,8933,8934,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,44,25214903873,22562971640,1.0,0.0031034001837816094,0.2789575914295442,0.0,8793.0,0.0,8793.0,8792,8734,8792,8793,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,45,25214903872,22562971641,0.0,0.27406623240690103,0.27406623240690103,0.0,8792.0,0.0,8792.0,8791,8791,8791,8792,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,45,25214903872,22562971641,0.5,0.13261970110905538,0.2892423617195634,0.0,9074.0,0.0,9074.0,9073,8758,9073,9074,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,45,25214903872,22562971641,1.0,0.003115962652859729,0.28431407762589184,0.0,8961.0,0.0,8961.0,8960,8742,8960,8961,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,46,25214903875,22562971642,0.0,0.26490592507942257,0.26490592507942257,0.992,2580.2879999988163,0.992,2580.2879999988163,8787,8787,8787,8788,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,46,25214903875,22562971642,0.5,0.14299873930168,0.26938232217854297,0.0,8810.0,0.99999999983616,1929.2500011257107,8809,8754,8809,8810,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,46,25214903875,22562971642,1.0,0.003450034218511798,0.2843821671945278,0.0,8961.0,0.99999999983616,2189.2500011063044,8960,8756,8960,8961,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,47,25214903874,22562971643,0.0,0.26615783124476206,0.26615783124476206,0.96,6310.239999999905,0.96,6310.239999999905,8807,8807,8807,8808,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,47,25214903874,22562971643,0.5,0.1214171906708496,0.2956272645666049,0.0,9074.0,0.9999872,5830.2914304004835,9073,8743,9073,9074,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,47,25214903874,22562971643,1.0,0.0031401158588713423,0.28734046733627855,0.0,8961.0,0.9999999999997379,5051.249999999999,8960,8743,8960,8961,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,48,25214903901,22562971620,0.0,0.26270266709106554,0.26270266709106554,0.99999999983616,484.25000136083446,0.99999999983616,484.25000136083446,8804,8804,8804,8805,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,48,25214903901,22562971620,0.5,0.14256958849907575,0.26771085694036584,0.999999488,564.2542853123547,1.0,641.2500005677247,8942,8761,8942,8943,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,48,25214903901,22562971620,1.0,0.003119826231837646,0.2826878454739272,0.0,9135.0,1.0,635.2500001035361,9134,8734,9134,9135,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,49,25214903900,22562971621,0.0,0.2520551804352782,0.2520551804352782,0.0,8782.0,0.0,8782.0,8781,8781,8781,8782,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,49,25214903900,22562971621,0.5,0.1328589943208701,0.2752449100885253,0.0,9057.0,0.0,9057.0,9056,8766,9056,9057,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,49,25214903900,22562971621,1.0,0.0031198262318373887,0.2945236996069159,0.0,9135.0,0.0,9135.0,9134,8747,9134,9135,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,50,25214903903,22562971622,0.0,0.22753750209939264,0.22753750209939264,0.0,8814.0,0.0,8814.0,8813,8813,8813,8814,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,50,25214903903,22562971622,0.5,0.140980298164099,0.29743384552396934,0.0,8951.0,0.0,8951.0,8950,8739,8950,8951,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,50,25214903903,22562971622,1.0,0.0031159626528595662,0.29534079544985364,0.0,8960.0,0.0,8960.0,8959,8756,8959,8960,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,51,25214903902,22562971623,0.0,0.23643663184100688,0.23643663184100688,0.0,8803.0,0.0,8803.0,8802,8802,8802,8803,0.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,51,25214903902,22562971623,0.5,0.11642898669662738,0.3095201798468323,0.0,8807.0,0.999999999967232,3844.250000161998,8806,8763,8806,8807,0.5,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
10,51,25214903902,22562971623,1.0,0.0031362522798935193,0.28109621497814774,0.0,8793.0,0.99999997952,5786.250061352965,8792,8731,8792,8793,1.0,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b4-moving_20260825_220837_932975_cf3e8bd4,cf3e8bd4f590e54ea1c9ada123b29e903824317f2a4f17d4e44a13afc0a44817,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0,1,random_walk,random_walk,matched_prior_random_walk,0.8,10000.0,200000.0,xlarge
