dataset,planning_seed,L_os,L_os3,L_dyn,L_dyn3,implementation_version,git_commit,experiment_id,config_hash,source_hash,belief_model,planning_mode,revisit_weight,simulation_num_victims,evaluation_num_victims,victim_model,simulation_victim_model,victim_sampling_model,detection_probability,decay_tau,victim_seed,sensor_seed,budget,size,D1_B,D3_B,I_B,H_S_B,H_D_B
9,51,0.0517758690764815,0.0553207004076441,0.2446581352196646,0.2372636075728623,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1928822661431831,0.18194290716521822,-0.010939358977964886,0.0035448313311626026,-0.00739452764680229
10,42,0.1027872403367714,0.1205367046652887,0.2210267054094766,0.2821802535055239,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1182394650727052,0.16164354884023518,0.04340408376752998,0.01774946432851729,0.06115354809604728
10,43,0.0781363949739768,0.1225982445141105,0.213017821385785,0.2498565267570911,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.13488142641180823,0.1272582822429806,-0.007623144168827617,0.0444618495401337,0.036838705371306096
10,44,0.1075617626263671,0.1267983131616247,0.2328816154945089,0.2942971726479819,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1253198528681418,0.16749885948635718,0.04217900661821539,0.019236550535257607,0.061415557153472994
10,45,0.1075743250954452,0.1326197011090553,0.2451519760488675,0.2892423617195634,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.13757765095342228,0.1566226606105081,0.019045009657085832,0.025045376013610093,0.044090385670695925
10,46,0.1060716427600598,0.14299873930168,0.2459865165506207,0.2693823221785429,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1399148737905609,0.1263835828768629,-0.01353129091369798,0.0369270965416202,0.023395805627922206
10,47,0.107582052253401,0.1214171906708496,0.2465490270450565,0.2956272645666049,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.13896697479165548,0.17421007389575527,0.035243099104099784,0.0138351384174486,0.049078237521548385
10,48,0.0327572484241497,0.1425695884990757,0.2499492867363232,0.2677108569403658,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.21719203831217349,0.1251412684412901,-0.0920507698708834,0.10981234007492599,0.017761570204042593
10,49,0.1035186906850111,0.1328589943208701,0.2420852685846031,0.2752449100885253,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.138566577899592,0.14238591576765522,0.0038193378680632106,0.02934030363585899,0.0331596415039222
10,50,0.1044748967810971,0.140980298164099,0.2545637229806788,0.2974338455239693,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1500888261995817,0.1564535473598703,0.006364721160288606,0.03650540138300189,0.04287012254329048
10,51,0.0802891801545956,0.1164289866966273,0.2303340019381745,0.3095201798468323,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1500448217835789,0.19309119315020498,0.04304637136662609,0.036139806542031694,0.07918617790865778
12,42,0.1675948300023196,0.3069530734494444,0.2641480272462871,0.3286831401404902,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.09655319724396752,0.021730066691045824,-0.0748231305529217,0.1393582434471248,0.0645351128942031
12,43,0.158333223137572,0.2672595439380625,0.2589477598720351,0.3270941027899173,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1006145367344631,0.05983455885185479,-0.040779977882608315,0.1089263208004905,0.06814634291788219
12,44,0.1596321030890319,0.3079668664149489,0.273450359382259,0.330916101862445,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.11381825629322709,0.022949235447496108,-0.09086902084573098,0.14833476332591702,0.057465742480186044
12,45,0.1040601261679279,0.2854848819069749,0.2655373637301685,0.3188626157915912,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.1614772375622406,0.03337773388461629,-0.12809950367762432,0.181424755739047,0.05332525206142269
12,46,0.2231274358123443,0.2649858166778953,0.2383764078051028,0.3117016233372236,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.015248971992758514,0.04671580665932834,0.031466834666569826,0.04185838086555099,0.07332521553212082
12,47,0.1648057212845845,0.3068477131777249,0.2602195358311673,0.3360295508159289,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.09541381454658279,0.029181837638203978,-0.06623197690837881,0.1420419918931404,0.07581001498476159
12,48,0.1481469685210557,0.2808094550566428,0.2684127225764174,0.326423679271564,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.12026575405536172,0.04561422421492123,-0.07465152984044049,0.1326624865355871,0.05801095669514661
12,49,0.1878028939765797,0.2464256978995968,0.2442271562251529,0.3307828475138519,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.05642426224857319,0.08435714961425508,0.02793288736568189,0.05862280392301711,0.086555691288699
12,50,0.1834276231334878,0.2900219099170922,0.2554149683144571,0.3457850299674744,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.0719873451809693,0.0557631200503822,-0.016224225130587105,0.10659428678360441,0.09037006165301731
12,51,0.2064113294403311,0.2468098448462398,0.2556108029189995,0.3487750344029318,revision_B@ff544e3dab27,ff544e3dab270c9412bea847c1119b0311242e63,b5-contrasts_20260825_153608_604640_b5b93fdc,b5b93fdc655e4ae53a3edeb7713100a5719263d98438f703238f4438fc509f05,cef0d7e99cf98289cf781ea358600304c52099759ac7cef6c0a3cc8b44b6bdc2,evidence,,0.5,0,1,random_walk,random_walk,none_planning_only,0.8,10000.0,,,200000.0,xlarge,0.049199473478668404,0.10196518955669198,0.05276571607802358,0.04039851540590869,0.09316423148393227
