dataset,planning_seed,condition_id,control,method,dPdet,dRMST_rel,dL,H_common,exposure_multiplicity_control,exposure_multiplicity_method,revisit_fraction_control,revisit_fraction_method,replans_control,replans_method,planner_wall_time_control,planner_wall_time_method,initial_positions_hash,planning_seed_common,curve,w
1,43,w_075,online_static_3step,dynamic_3step,0.29768670337026976,0.17673135060526377,0.2979843880978631,9278.0,233.632241813602,12.4904279695469,0.9957197688459548,0.919938692057781,5222.0,4120.0,494.92973528429866,445.6973496808205,523844ed78a0f583e442b643c9217c5abbf3c0623bfd68739147060cf00e4cb4,43,w,0.75
1,43,w_1,online_static_3step,dynamic_3step,0.336878482561705,0.213552828299024,0.33720229071098223,8958.0,1126.7295597484276,13.20026525198939,0.9991124755791236,0.9242439465487793,3981.0,3909.0,371.6874105592724,424.8947004331276,523844ed78a0f583e442b643c9217c5abbf3c0623bfd68739147060cf00e4cb4,43,w,1.0
1,44,nominal,online_static_3step,dynamic_3step,0.11833838863986101,0.02799403782195581,0.11846070272643969,8676.0,25.704022561971204,12.625307766917855,0.9610955834796268,0.9207940100580911,4234.0,4035.0,415.31437838240527,436.02643852937035,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,nominal,0.5
1,44,pd_060,online_static_3step,dynamic_3step,0.09372299116535404,0.04034028073876234,0.093902059323654,8676.0,25.704022561971204,13.66123699701637,0.9610955834796268,0.9268001865264177,4234.0,3950.0,417.7042639153078,426.3152316403575,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,p_d,0.5
1,44,pd_095,online_static_3step,dynamic_3step,0.10371828568570907,0.039633770203959105,0.1037269614543477,8676.0,25.704022561971204,13.847632289196042,0.9610955834796268,0.9277854885863627,4234.0,4117.0,415.8670364676509,444.80306558776647,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,p_d,0.5
1,44,tau_128000,online_static_3step,dynamic_3step,0.10322366175484476,0.01836850570195692,0.1032699900592852,8676.0,25.704022561971204,13.710439071723135,0.9610955834796268,0.9270628756111514,4234.0,3964.0,419.22372668632306,423.9068059641868,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,tau,0.5
1,44,tau_2000,online_static_3step,dynamic_3step,0.1251581294405088,0.041139411986468435,0.12530548826428448,8676.0,25.704022561971204,12.236332079838009,0.9610955834796268,0.9182761636840736,4234.0,4164.0,413.32187256240286,445.7361625675112,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,tau,0.5
1,44,tau_32000,online_static_3step,dynamic_3step,0.07793185450399787,0.012806559700644125,0.07794181776904999,8676.0,25.704022561971204,15.296105538989789,0.9610955834796268,0.9346238820429815,4234.0,4047.0,416.9173263129778,430.97547962516546,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,tau,0.5
1,44,w_0,online_static_3step,dynamic_3step,0.0,0.0,0.0,8500.0,13.857834687679553,13.857834687679553,0.9278386542676065,0.9278386542676065,4088.0,4088.0,359.49163911980577,395.33169862045906,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,w,0.0
1,44,w_025,online_static_3step,dynamic_3step,0.031479867762977676,0.014333700826597566,0.03143654848639699,8619.0,13.068718573822947,11.390298205370396,0.9234814037542264,0.9122059860093469,4238.0,4056.0,419.38931657793,437.01627649297006,2dab5376247a9528a31142c1fd9440d80012f57468cb93f8a65ac77b40067382,44,w,0.25
